,,,,,,,,,,,,SARIMA,,
datetime2017,Humidity_2017,datetime2018,Humidity_2018,datetime2019,Humidity_2019,datetime2020,Humidity_2020,datetime2021,Humidity_2021,datetime2022,Humidity_2022,datetime_sarima,lower H_mu_actual,upper H_mu_actual
1/6/2017 7:00,100.217,1/6/2018 7:00,100.2,1/6/2019 7:00,50,1/6/2020 7:00,66,1/6/2021 7:00,85,1/6/2022 7:00,81.1908173,1/6/2021 7:00,68.78143272,93.59912527
1/6/2017 8:00,92.336,1/6/2018 8:00,100.2,1/6/2019 8:00,50,1/6/2020 8:00,65,1/6/2021 8:00,86,1/6/2022 8:00,86.1113967,1/6/2021 8:00,73.70132186,98.51901441
1/6/2017 9:00,85.129,1/6/2018 9:00,85.1,1/6/2019 9:00,50,1/6/2020 9:00,61,1/6/2021 9:00,60,1/6/2022 9:00,82.08736959,1/6/2021 9:00,69.68097943,94.49867198
1/6/2017 10:00,77.652,1/6/2018 10:00,76.1,1/6/2019 10:00,50,1/6/2020 10:00,59,1/6/2021 10:00,66,1/6/2022 10:00,54.55305564,1/6/2021 10:00,42.14430557,66.96199812
1/6/2017 11:00,79.5,1/6/2018 11:00,67.5,1/6/2019 11:00,50,1/6/2020 11:00,54,1/6/2021 11:00,53,1/6/2022 11:00,64.48485271,1/6/2021 11:00,52.07513292,76.89282547
1/6/2017 12:00,76.741,1/6/2018 12:00,63.6,1/6/2019 12:00,50,1/6/2020 12:00,56,1/6/2021 12:00,53,1/6/2022 12:00,50.82685251,1/6/2021 12:00,38.41814104,63.23583359
1/6/2017 13:00,77.621,1/6/2018 13:00,57.8,1/6/2019 13:00,50,1/6/2020 13:00,52,1/6/2021 13:00,68,1/6/2022 13:00,50.96812183,1/6/2021 13:00,38.56238218,63.38007473
1/6/2017 14:00,77.552,1/6/2018 14:00,65.3,1/6/2019 14:00,50,1/6/2020 14:00,49,1/6/2021 14:00,63,1/6/2022 14:00,67.49050129,1/6/2021 14:00,55.0793152,79.89700775
1/6/2017 15:00,82.072,1/6/2018 15:00,59.5,1/6/2019 15:00,50,1/6/2020 15:00,52,1/6/2021 15:00,65,1/6/2022 15:00,64.12820083,1/6/2021 15:00,51.72001435,76.5377069
1/6/2017 16:00,78.974,1/6/2018 16:00,74.4,1/6/2019 16:00,50,1/6/2020 16:00,55,1/6/2021 16:00,54,1/6/2022 16:00,67.1549314,1/6/2021 16:00,54.74787219,79.56556474
1/6/2017 17:00,75.639,1/6/2018 17:00,84.9,1/6/2019 17:00,50,1/6/2020 17:00,60,1/6/2021 17:00,69,1/6/2022 17:00,58.26982464,1/6/2021 17:00,45.85825361,70.67594615
1/6/2017 18:00,75.78,1/6/2018 18:00,87.9,1/6/2019 18:00,50,1/6/2020 18:00,61,1/6/2021 18:00,78,1/6/2022 18:00,68.59281597,1/6/2021 18:00,56.1865196,81.00421215
1/6/2017 19:00,76.878,1/6/2018 19:00,90.1,1/6/2019 19:00,50,1/6/2020 19:00,63,1/6/2021 19:00,75,1/6/2022 19:00,78.93273414,1/6/2021 19:00,66.52361317,91.34130571
1/6/2017 20:00,78.795,1/6/2018 20:00,88.7,1/6/2019 20:00,50,1/6/2020 20:00,68,1/6/2021 20:00,82,1/6/2022 20:00,76.83692825,1/6/2021 20:00,64.42643256,89.2441251
1/6/2017 21:00,74.138,1/6/2018 21:00,88,1/6/2019 21:00,50,1/6/2020 21:00,70,1/6/2021 21:00,83,1/6/2022 21:00,85.0608045,1/6/2021 21:00,72.65116686,97.46885941
1/6/2017 22:00,76.619,1/6/2018 22:00,95,1/6/2019 22:00,50,1/6/2020 22:00,70,1/6/2021 22:00,93,1/6/2022 22:00,80.68516772,1/6/2021 22:00,68.27574009,93.09343264
1/6/2017 23:00,71.992,1/6/2018 23:00,97.6,1/6/2019 23:00,50,1/6/2020 23:00,71,1/6/2021 23:00,93,1/6/2022 23:00,95.22195899,1/6/2021 23:00,82.8114368,107.6291294
1/7/2017 0:00,71.359,1/7/2018 0:00,98.8,1/7/2019 0:00,50,1/7/2020 0:00,71,1/7/2021 0:00,92,1/7/2022 0:00,90.85341927,1/7/2021 0:00,78.4458928,103.2635854
1/7/2017 1:00,69.332,1/7/2018 1:00,98.8,1/7/2019 1:00,50,1/7/2020 1:00,72,1/7/2021 1:00,91,1/7/2022 1:00,85.91172656,1/7/2021 1:00,73.50842492,98.32611747
1/7/2017 2:00,61.588,1/7/2018 2:00,99.6,1/7/2019 2:00,50,1/7/2020 2:00,72,1/7/2021 2:00,92,1/7/2022 2:00,93.27406911,1/7/2021 2:00,80.86083968,105.6785322
1/7/2017 3:00,67.994,1/7/2018 3:00,100.1,1/7/2019 3:00,50,1/7/2020 3:00,74,1/7/2021 3:00,90,1/7/2022 3:00,91.86720938,1/7/2021 3:00,79.45975302,104.2774456
1/7/2017 4:00,65.475,1/7/2018 4:00,100.2,1/7/2019 4:00,50,1/7/2020 4:00,72,1/7/2021 4:00,90,1/7/2022 4:00,94.18176222,1/7/2021 4:00,81.77365159,106.5913441
1/7/2017 5:00,61.081,1/7/2018 5:00,100.2,1/7/2019 5:00,50,1/7/2020 5:00,80,1/7/2021 5:00,87,1/7/2022 5:00,91.33726882,1/7/2021 5:00,78.92771837,103.7454109
1/7/2017 6:00,63.608,1/7/2018 6:00,100.1,1/7/2019 6:00,50,1/7/2020 6:00,87,1/7/2021 6:00,90,1/7/2022 6:00,84.99144119,1/7/2021 6:00,72.58495353,97.40264607
1/7/2017 7:00,58.985,1/7/2018 7:00,100.2,1/7/2019 7:00,50,1/7/2020 7:00,83,1/7/2021 7:00,90,1/7/2022 7:00,91.71971911,1/7/2021 7:00,79.30951887,104.1272114
1/7/2017 8:00,59.747,1/7/2018 8:00,100.2,1/7/2019 8:00,50,1/7/2020 8:00,79,1/7/2021 8:00,95,1/7/2022 8:00,90.45917849,1/7/2021 8:00,78.04916497,102.8668575
1/7/2017 9:00,55.882,1/7/2018 9:00,97.4,1/7/2019 9:00,50,1/7/2020 9:00,67,1/7/2021 9:00,96,1/7/2022 9:00,92.05566405,1/7/2021 9:00,79.64963729,104.4673298
1/7/2017 10:00,56.488,1/7/2018 10:00,89.2,1/7/2019 10:00,50,1/7/2020 10:00,59,1/7/2021 10:00,98,1/7/2022 10:00,93.41400326,1/7/2021 10:00,81.00437528,105.8220678
1/7/2017 11:00,56.694,1/7/2018 11:00,77.5,1/7/2019 11:00,50,1/7/2020 11:00,57,1/7/2021 11:00,100,1/7/2022 11:00,97.10386598,1/7/2021 11:00,84.69494313,109.5126357
1/7/2017 12:00,52.769,1/7/2018 12:00,69.6,1/7/2019 12:00,50,1/7/2020 12:00,51,1/7/2021 12:00,100,1/7/2022 12:00,98.21556055,1/7/2021 12:00,85.80769347,110.625386
1/7/2017 13:00,54.594,1/7/2018 13:00,64.7,1/7/2019 13:00,50,1/7/2020 13:00,50,1/7/2021 13:00,100,1/7/2022 13:00,97.58595168,1/7/2021 13:00,85.18006058,109.9977531
1/7/2017 14:00,55.193,1/7/2018 14:00,69.2,1/7/2019 14:00,50,1/7/2020 14:00,48,1/7/2021 14:00,100,1/7/2022 14:00,100.8793459,1/7/2021 14:00,88.46713124,113.2848238
1/7/2017 15:00,54.518,1/7/2018 15:00,69.6,1/7/2019 15:00,50,1/7/2020 15:00,48,1/7/2021 15:00,100,1/7/2022 15:00,100.6413327,1/7/2021 15:00,88.2333883,113.0510808
1/7/2017 16:00,56.1,1/7/2018 16:00,78.8,1/7/2019 16:00,50,1/7/2020 16:00,57,1/7/2021 16:00,100,1/7/2022 16:00,101.7601237,1/7/2021 16:00,89.3537267,114.1714193
1/7/2017 17:00,52.346,1/7/2018 17:00,97,1/7/2019 17:00,50,1/7/2020 17:00,66,1/7/2021 17:00,100,1/7/2022 17:00,105.2169449,1/7/2021 17:00,92.80527745,117.62297
1/7/2017 18:00,53.39,1/7/2018 18:00,96.3,1/7/2019 18:00,50,1/7/2020 18:00,70,1/7/2021 18:00,100,1/7/2022 18:00,99.45987404,1/7/2021 18:00,87.05236195,111.8700545
1/7/2017 19:00,50.562,1/7/2018 19:00,92.6,1/7/2019 19:00,50,1/7/2020 19:00,75,1/7/2021 19:00,100,1/7/2022 19:00,100.8109851,1/7/2021 19:00,88.4012952,113.2189877
1/7/2017 20:00,51.225,1/7/2018 20:00,97.5,1/7/2019 20:00,50,1/7/2020 20:00,79,1/7/2021 20:00,100,1/7/2022 20:00,100.9331983,1/7/2021 20:00,88.52270554,113.3403981
1/7/2017 21:00,52.449,1/7/2018 21:00,98.8,1/7/2019 21:00,50,1/7/2020 21:00,79,1/7/2021 21:00,100,1/7/2022 21:00,96.81763614,1/7/2021 21:00,84.41117849,109.228871
1/7/2017 22:00,53.939,1/7/2018 22:00,100.1,1/7/2019 22:00,50,1/7/2020 22:00,80,1/7/2021 22:00,100,1/7/2022 22:00,99.00418048,1/7/2021 22:00,86.59318269,111.4108752
1/7/2017 23:00,56.626,1/7/2018 23:00,100.1,1/7/2019 23:00,50,1/7/2020 23:00,77,1/7/2021 23:00,100,1/7/2022 23:00,98.41195702,1/7/2021 23:00,86.00306457,110.8207571
1/8/2017 0:00,52.35,1/8/2018 0:00,100.1,1/8/2019 0:00,50,1/8/2020 0:00,76,1/8/2021 0:00,100,1/8/2022 0:00,97.77154587,1/8/2021 0:00,85.36360042,110.181293
1/8/2017 1:00,53.15,1/8/2018 1:00,100.1,1/8/2019 1:00,50,1/8/2020 1:00,81,1/8/2021 1:00,100,1/8/2022 1:00,97.29760979,1/8/2021 1:00,84.89160062,109.7092932
1/8/2017 2:00,52.449,1/8/2018 2:00,100.1,1/8/2019 2:00,50,1/8/2020 2:00,83,1/8/2021 2:00,100,1/8/2022 2:00,100.9990934,1/8/2021 2:00,88.58687818,113.4045707
1/8/2017 3:00,44.941,1/8/2018 3:00,100.1,1/8/2019 3:00,50,1/8/2020 3:00,85,1/8/2021 3:00,100,1/8/2022 3:00,100.1454209,1/8/2021 3:00,87.73774729,112.5554398
1/8/2017 4:00,65.006,1/8/2018 4:00,100.1,1/8/2019 4:00,50,1/8/2020 4:00,90,1/8/2021 4:00,100,1/8/2022 4:00,101.705308,1/8/2021 4:00,89.29893345,114.116626
1/8/2017 5:00,68.798,1/8/2018 5:00,100.1,1/8/2019 5:00,50,1/8/2020 5:00,86,1/8/2021 5:00,100,1/8/2022 5:00,104.4225672,1/8/2021 5:00,92.01165933,116.8293519
1/8/2017 6:00,74.808,1/8/2018 6:00,100.1,1/8/2019 6:00,50,1/8/2020 6:00,86,1/8/2021 6:00,100,1/8/2022 6:00,100.1513757,1/8/2021 6:00,87.7433943,112.5610868
1/8/2017 7:00,83.597,1/8/2018 7:00,100.2,1/8/2019 7:00,50,1/8/2020 7:00,90,1/8/2021 7:00,100,1/8/2022 7:00,100.7707937,1/8/2021 7:00,88.36117186,113.1788644
1/8/2017 8:00,75.346,1/8/2018 8:00,100.2,1/8/2019 8:00,50,1/8/2020 8:00,85,1/8/2021 8:00,100,1/8/2022 8:00,101.9651074,1/8/2021 8:00,89.55405153,114.3717441
1/8/2017 9:00,56.969,1/8/2018 9:00,100.2,1/8/2019 9:00,50,1/8/2020 9:00,80,1/8/2021 9:00,100,1/8/2022 9:00,97.05838706,1/8/2021 9:00,84.65156409,109.4692566
1/8/2017 10:00,65.113,1/8/2018 10:00,100.1,1/8/2019 10:00,50,1/8/2020 10:00,65,1/8/2021 10:00,100,1/8/2022 10:00,99.41211664,1/8/2021 10:00,87.00087181,111.8185644
1/8/2017 11:00,58.249,1/8/2018 11:00,100.1,1/8/2019 11:00,50,1/8/2020 11:00,54,1/8/2021 11:00,100,1/8/2022 11:00,98.8344872,1/8/2021 11:00,86.425256,111.2429486
1/8/2017 12:00,53.626,1/8/2018 12:00,99,1/8/2019 12:00,50,1/8/2020 12:00,41,1/8/2021 12:00,100,1/8/2022 12:00,97.78392181,1/8/2021 12:00,85.37584124,110.1935338
1/8/2017 13:00,54.659,1/8/2018 13:00,90.8,1/8/2019 13:00,50,1/8/2020 13:00,39,1/8/2021 13:00,100,1/8/2022 13:00,97.34696757,1/8/2021 13:00,84.9407394,109.7584319
1/8/2017 14:00,54.16,1/8/2018 14:00,83.6,1/8/2019 14:00,50,1/8/2020 14:00,23,1/8/2021 14:00,100,1/8/2022 14:00,100.9539745,1/8/2021 14:00,88.54191715,113.3596097
1/8/2017 15:00,50.661,1/8/2018 15:00,85.5,1/8/2019 15:00,50,1/8/2020 15:00,23,1/8/2021 15:00,100,1/8/2022 15:00,100.1322385,1/8/2021 15:00,87.72454323,112.5422358
1/8/2017 16:00,63.017,1/8/2018 16:00,89.8,1/8/2019 16:00,50,1/8/2020 16:00,32,1/8/2021 16:00,100,1/8/2022 16:00,101.6508555,1/8/2021 16:00,89.24450426,114.0621968
1/8/2017 17:00,66.836,1/8/2018 17:00,99.8,1/8/2019 17:00,50,1/8/2020 17:00,35,1/8/2021 17:00,100,1/8/2022 17:00,104.2914975,1/8/2021 17:00,91.88088972,116.6985823
1/8/2017 18:00,71.611,1/8/2018 18:00,100.1,1/8/2019 18:00,50,1/8/2020 18:00,44,1/8/2021 18:00,100,1/8/2022 18:00,100.1454472,1/8/2021 18:00,87.73745003,112.5551426
1/8/2017 19:00,39.396,1/8/2018 19:00,100.1,1/8/2019 19:00,50,1/8/2020 19:00,49,1/8/2021 19:00,100,1/8/2022 19:00,100.7475783,1/8/2021 19:00,88.33802123,113.1557138
1/8/2017 20:00,41.762,1/8/2018 20:00,100.1,1/8/2019 20:00,50,1/8/2020 20:00,51,1/8/2021 20:00,100,1/8/2022 20:00,101.9076232,1/8/2021 20:00,89.49673781,114.3144304
1/8/2017 21:00,39.609,1/8/2018 21:00,100.1,1/8/2019 21:00,50,1/8/2020 21:00,59,1/8/2021 21:00,100,1/8/2022 21:00,97.14346265,1/8/2021 21:00,84.73642272,109.5541153
1/8/2017 22:00,38.767,1/8/2018 22:00,100.1,1/8/2019 22:00,50,1/8/2020 22:00,58,1/8/2021 22:00,100,1/8/2022 22:00,99.42902531,1/8/2021 22:00,87.01781839,111.8355109
1/8/2017 23:00,40.634,1/8/2018 23:00,100.1,1/8/2019 23:00,50,1/8/2020 23:00,67,1/8/2021 23:00,100,1/8/2022 23:00,98.86821855,1/8/2021 23:00,86.45893574,111.2766283
1/9/2017 0:00,35.847,1/9/2018 0:00,100.2,1/9/2019 0:00,50,1/9/2020 0:00,75,1/9/2021 0:00,100,1/9/2022 0:00,97.84816728,1/9/2021 0:00,85.43994507,110.2576376
1/9/2017 1:00,38.485,1/9/2018 1:00,100.1,1/9/2019 1:00,50,1/9/2020 1:00,82,1/9/2021 1:00,100,1/9/2022 1:00,97.4239096,1/9/2021 1:00,85.01746256,109.8351551
1/9/2017 2:00,34.555,1/9/2018 2:00,100.2,1/9/2019 2:00,50,1/9/2020 2:00,85,1/9/2021 2:00,100,1/9/2022 2:00,100.9262848,1/9/2021 2:00,88.51437189,113.3320644
1/9/2017 3:00,46.496,1/9/2018 3:00,100.2,1/9/2019 3:00,50,1/9/2020 3:00,81,1/9/2021 3:00,100,1/9/2022 3:00,100.1283944,1/9/2021 3:00,87.72067293,112.5383655
1/9/2017 4:00,54.869,1/9/2018 4:00,100.1,1/9/2019 4:00,50,1/9/2020 4:00,86,1/9/2021 4:00,100,1/9/2022 4:00,101.6029582,1/9/2021 4:00,89.19662377,114.0143163
1/9/2017 5:00,52.986,1/9/2018 5:00,100.1,1/9/2019 5:00,50,1/9/2020 5:00,89,1/9/2021 5:00,100,1/9/2022 5:00,104.1669945,1/9/2021 5:00,91.75666913,116.5743617
1/9/2017 6:00,59.911,1/9/2018 6:00,100.1,1/9/2019 6:00,50,1/9/2020 6:00,86,1/9/2021 6:00,100,1/9/2022 6:00,100.1412263,1/9/2021 6:00,87.73321239,112.5509049
1/9/2017 7:00,66.496,1/9/2018 7:00,100.1,1/9/2019 7:00,50,1/9/2020 7:00,92,1/9/2021 7:00,100,1/9/2022 7:00,100.7258895,1/9/2021 7:00,88.31639339,113.1340859
1/9/2017 8:00,73.475,1/9/2018 8:00,100.2,1/9/2019 8:00,50,1/9/2020 8:00,91,1/9/2021 8:00,100,1/9/2022 8:00,101.8522807,1/9/2021 8:00,89.44155727,114.2592498
1/9/2017 9:00,69.999,1/9/2018 9:00,100.1,1/9/2019 9:00,50,1/9/2020 9:00,81,1/9/2021 9:00,100,1/9/2022 9:00,97.22633344,1/9/2021 9:00,84.81908715,109.6367797
1/9/2017 10:00,62.632,1/9/2018 10:00,100.1,1/9/2019 10:00,50,1/9/2020 10:00,70,1/9/2021 10:00,100,1/9/2022 10:00,99.44558973,1/9/2021 10:00,87.03442038,111.8521129
1/9/2017 11:00,58.733,1/9/2018 11:00,100.2,1/9/2019 11:00,50,1/9/2020 11:00,58,1/9/2021 11:00,100,1/9/2022 11:00,98.9010526,1/9/2021 11:00,86.49172139,111.3094139
1/9/2017 12:00,53.927,1/9/2018 12:00,100.1,1/9/2019 12:00,50,1/9/2020 12:00,51,1/9/2021 12:00,98,1/9/2022 12:00,97.91059407,1/9/2021 12:00,85.50223774,110.3199303
1/9/2017 13:00,55.185,1/9/2018 13:00,100.1,1/9/2019 13:00,50,1/9/2020 13:00,49,1/9/2021 13:00,94,1/9/2022 13:00,95.38616541,1/9/2021 13:00,82.97945323,107.7971458
1/9/2017 14:00,47.555,1/9/2018 14:00,100.1,1/9/2019 14:00,50,1/9/2020 14:00,47,1/9/2021 14:00,94,1/9/2022 14:00,94.61196501,1/9/2021 14:00,82.20005167,107.0177442
1/9/2017 15:00,51.942,1/9/2018 15:00,100.1,1/9/2019 15:00,50,1/9/2020 15:00,47,1/9/2021 15:00,98,1/9/2022 15:00,93.96497491,1/9/2021 15:00,81.55716532,106.3748579
1/9/2017 16:00,62.792,1/9/2018 16:00,100.1,1/9/2019 16:00,50,1/9/2020 16:00,54,1/9/2021 16:00,100,1/9/2022 16:00,99.6926929,1/9/2021 16:00,87.28645918,112.1041517
1/9/2017 17:00,63.775,1/9/2018 17:00,100.1,1/9/2019 17:00,50,1/9/2020 17:00,71,1/9/2021 17:00,100,1/9/2022 17:00,104.2342735,1/9/2021 17:00,91.8243138,116.6420064
1/9/2017 18:00,70.936,1/9/2018 18:00,100.1,1/9/2019 18:00,50,1/9/2020 18:00,69,1/9/2021 18:00,100,1/9/2022 18:00,100.2416679,1/9/2021 18:00,87.83368227,112.6513748
1/9/2017 19:00,67.811,1/9/2018 19:00,100.2,1/9/2019 19:00,50,1/9/2020 19:00,70,1/9/2021 19:00,100,1/9/2022 19:00,100.7629084,1/9/2021 19:00,88.35348971,113.1711823
1/9/2017 20:00,68.261,1/9/2018 20:00,100.1,1/9/2019 20:00,50,1/9/2020 20:00,74,1/9/2021 20:00,100,1/9/2022 20:00,101.8308099,1/9/2021 20:00,89.42024852,114.2379411
1/9/2017 21:00,74.603,1/9/2018 21:00,100.1,1/9/2019 21:00,50,1/9/2020 21:00,81,1/9/2021 21:00,100,1/9/2022 21:00,97.32472588,1/9/2021 21:00,84.91728634,109.7349789
1/9/2017 22:00,73.059,1/9/2018 22:00,100.1,1/9/2019 22:00,50,1/9/2020 22:00,82,1/9/2021 22:00,100,1/9/2022 22:00,99.47163249,1/9/2021 22:00,87.06050107,111.8781936
1/9/2017 23:00,78.109,1/9/2018 23:00,100.1,1/9/2019 23:00,50,1/9/2020 23:00,88,1/9/2021 23:00,100,1/9/2022 23:00,98.93846687,1/9/2021 23:00,86.52909023,111.3467828
1/10/2017 0:00,84.752,1/10/2018 0:00,100.1,1/10/2019 0:00,50,1/10/2020 0:00,89,1/10/2021 0:00,100,1/10/2022 0:00,98.34355756,1/10/2021 0:00,85.93491705,110.7526096
1/10/2017 1:00,81.939,1/10/2018 1:00,100.2,1/10/2019 1:00,50,1/10/2020 1:00,88,1/10/2021 1:00,100,1/10/2022 1:00,98.29069918,1/10/2021 1:00,85.88352954,110.7012221
1/10/2017 2:00,79.5,1/10/2018 2:00,100.1,1/10/2019 2:00,50,1/10/2020 2:00,92,1/10/2021 2:00,100,1/10/2022 2:00,100.8211948,1/10/2021 2:00,88.40955049,113.227243
1/10/2017 3:00,83.357,1/10/2018 3:00,100.2,1/10/2019 3:00,50,1/10/2020 3:00,89,1/10/2021 3:00,100,1/10/2022 3:00,99.35354634,1/10/2021 3:00,86.94608872,111.7637813
1/10/2017 4:00,80.925,1/10/2018 4:00,100.1,1/10/2019 4:00,50,1/10/2020 4:00,95,1/10/2021 4:00,100,1/10/2022 4:00,101.1674739,1/10/2021 4:00,88.76132612,113.5790187
1/10/2017 5:00,78.139,1/10/2018 5:00,100.1,1/10/2019 5:00,50,1/10/2020 5:00,94,1/10/2021 5:00,100,1/10/2022 5:00,103.9636296,1/10/2021 5:00,91.55382835,116.3715209
1/10/2017 6:00,84.546,1/10/2018 6:00,100.1,1/10/2019 6:00,50,1/10/2020 6:00,96,1/10/2021 6:00,100,1/10/2022 6:00,100.152543,1/10/2021 6:00,87.74449639,112.5621889
1/10/2017 7:00,87.103,1/10/2018 7:00,100.1,1/10/2019 7:00,50,1/10/2020 7:00,95,1/10/2021 7:00,100,1/10/2022 7:00,100.6951564,1/10/2021 7:00,88.28577237,113.1034649
1/10/2017 8:00,88.498,1/10/2018 8:00,100.1,1/10/2019 8:00,50,1/10/2020 8:00,95,1/10/2021 8:00,100,1/10/2022 8:00,101.752352,1/10/2021 8:00,89.34192854,114.1596211
1/10/2017 9:00,80.75,1/10/2018 9:00,100.1,1/10/2019 9:00,50,1/10/2020 9:00,80,1/10/2021 9:00,100,1/10/2022 9:00,97.38825795,1/10/2021 9:00,84.9806289,109.7983214
1/10/2017 10:00,73.059,1/10/2018 10:00,100.2,1/10/2019 10:00,50,1/10/2020 10:00,73,1/10/2021 10:00,100,1/10/2022 10:00,99.47913848,1/10/2021 10:00,87.06804296,111.8857355
1/10/2017 11:00,66.858,1/10/2018 11:00,100.1,1/10/2019 11:00,50,1/10/2020 11:00,60,1/10/2021 11:00,100,1/10/2022 11:00,98.96491714,1/10/2021 11:00,86.55549803,111.3731906
1/10/2017 12:00,58.139,1/10/2018 12:00,100.1,1/10/2019 12:00,50,1/10/2020 12:00,52,1/10/2021 12:00,100,1/10/2022 12:00,97.96190224,1/10/2021 12:00,85.55343111,110.3711237
1/10/2017 13:00,57.121,1/10/2018 13:00,100.1,1/10/2019 13:00,50,1/10/2020 13:00,46,1/10/2021 13:00,100,1/10/2022 13:00,97.50838534,1/10/2021 13:00,85.10160182,109.9192944
1/10/2017 14:00,63.977,1/10/2018 14:00,100.1,1/10/2019 14:00,50,1/10/2020 14:00,42,1/10/2021 14:00,100,1/10/2022 14:00,100.8580384,1/10/2021 14:00,88.44651123,113.2642038
1/10/2017 15:00,67.08,1/10/2018 15:00,100.1,1/10/2019 15:00,50,1/10/2020 15:00,42,1/10/2021 15:00,100,1/10/2022 15:00,100.260597,1/10/2021 15:00,87.85252706,112.6702196
1/10/2017 16:00,76.95,1/10/2018 16:00,100.1,1/10/2019 16:00,50,1/10/2020 16:00,50,1/10/2021 16:00,100,1/10/2022 16:00,101.5315633,1/10/2021 16:00,89.12513509,113.9428276
1/10/2017 17:00,83.948,1/10/2018 17:00,100.1,1/10/2019 17:00,50,1/10/2020 17:00,61,1/10/2021 17:00,100,1/10/2022 17:00,103.8083113,1/10/2021 17:00,91.39875548,116.216448
1/10/2017 18:00,88.891,1/10/2018 18:00,100.1,1/10/2019 18:00,50,1/10/2020 18:00,70,1/10/2021 18:00,100,1/10/2022 18:00,100.1257121,1/10/2021 18:00,87.71765488,112.5353474
1/10/2017 19:00,88.365,1/10/2018 19:00,100.1,1/10/2019 19:00,50,1/10/2020 19:00,73,1/10/2021 19:00,100,1/10/2022 19:00,100.6625416,1/10/2021 19:00,88.25321419,113.0709067
1/10/2017 20:00,90.278,1/10/2018 20:00,100.1,1/10/2019 20:00,50,1/10/2020 20:00,76,1/10/2021 20:00,100,1/10/2022 20:00,101.6945991,1/10/2021 20:00,89.28431843,114.102011
1/10/2017 21:00,92.504,1/10/2018 21:00,100.1,1/10/2019 21:00,50,1/10/2020 21:00,71,1/10/2021 21:00,100,1/10/2022 21:00,97.46018527,1/10/2021 21:00,85.05238193,109.8700745
1/10/2017 22:00,91.985,1/10/2018 22:00,100.1,1/10/2019 22:00,50,1/10/2020 22:00,83,1/10/2021 22:00,100,1/10/2022 22:00,99.49211477,1/10/2021 22:00,87.08105749,111.89875
1/10/2017 23:00,91.112,1/10/2018 23:00,100.1,1/10/2019 23:00,50,1/10/2020 23:00,74,1/10/2021 23:00,100,1/10/2022 23:00,98.99376013,1/10/2021 23:00,86.58430256,111.4019951
1/11/2017 0:00,88.609,1/11/2018 0:00,100.1,1/11/2019 0:00,50,1/11/2020 0:00,86,1/11/2021 0:00,100,1/11/2022 0:00,98.02037072,1/11/2021 0:00,85.6117793,110.4294718
1/11/2017 1:00,94.565,1/11/2018 1:00,100.2,1/11/2019 1:00,50,1/11/2020 1:00,87,1/11/2021 1:00,100,1/11/2022 1:00,97.58030359,1/11/2021 1:00,85.17332626,109.9910188
1/11/2017 2:00,97.618,1/11/2018 2:00,100.2,1/11/2019 2:00,50,1/11/2020 2:00,88,1/11/2021 2:00,100,1/11/2022 2:00,100.8329425,1/11/2021 2:00,88.42153944,113.239232
1/11/2017 3:00,94.455,1/11/2018 3:00,100.1,1/11/2019 3:00,50,1/11/2020 3:00,90,1/11/2021 3:00,100,1/11/2022 3:00,100.2529239,1/11/2021 3:00,87.8448456,112.6625382
1/11/2017 4:00,90.918,1/11/2018 4:00,100.1,1/11/2019 4:00,50,1/11/2020 4:00,91,1/11/2021 4:00,100,1/11/2022 4:00,101.4870684,1/11/2021 4:00,89.0806528,113.8983453
1/11/2017 5:00,91.337,1/11/2018 5:00,100.1,1/11/2019 5:00,50,1/11/2020 5:00,92,1/11/2021 5:00,100,1/11/2022 5:00,103.6977935,1/11/2021 5:00,91.28846365,116.1061562
1/11/2017 6:00,91.642,1/11/2018 6:00,100.1,1/11/2019 6:00,50,1/11/2020 6:00,89,1/11/2021 6:00,100,1/11/2022 6:00,100.1220457,1/11/2021 6:00,87.71397243,112.531665
1/11/2017 7:00,93.571,1/11/2018 7:00,100.2,1/11/2019 7:00,50,1/11/2020 7:00,92,1/11/2021 7:00,100,1/11/2022 7:00,100.6433098,1/11/2021 7:00,88.23403211,113.0517247
1/11/2017 8:00,91.433,1/11/2018 8:00,100.1,1/11/2019 8:00,50,1/11/2020 8:00,90,1/11/2021 8:00,100,1/11/2022 8:00,101.6454311,1/11/2021 8:00,89.23528337,114.0529759
1/11/2017 9:00,93.178,1/11/2018 9:00,100.2,1/11/2019 9:00,50,1/11/2020 9:00,77,1/11/2021 9:00,100,1/11/2022 9:00,97.53386453,1/11/2021 9:00,85.12589401,109.9435866
1/11/2017 10:00,83.776,1/11/2018 10:00,100.2,1/11/2019 10:00,50,1/11/2020 10:00,71,1/11/2021 10:00,100,1/11/2022 10:00,99.50684718,1/11/2021 10:00,87.09582654,111.9135191
1/11/2017 11:00,72.853,1/11/2018 11:00,100.1,1/11/2019 11:00,50,1/11/2020 11:00,67,1/11/2021 11:00,100,1/11/2022 11:00,99.02295113,1/11/2021 11:00,86.613457,111.4311496
1/11/2017 12:00,68.627,1/11/2018 12:00,100.1,1/11/2019 12:00,50,1/11/2020 12:00,61,1/11/2021 12:00,99,1/11/2022 12:00,98.07780118,1/11/2021 12:00,85.66909562,110.4867882
1/11/2017 13:00,68.619,1/11/2018 13:00,98.2,1/11/2019 13:00,50,1/11/2020 13:00,56,1/11/2021 13:00,95,1/11/2022 13:00,96.59426153,1/11/2021 13:00,84.18707122,109.0047638
