,,,,,,,,,,,,SARIMA,,
datetime2017,Humidity_2017,datetime2018,Humidity_2018,datetime2019,Humidity_2019,datetime2020,Humidity_2020,datetime2021,Humidity_2021,datetime2022,Humidity_2022,datetime_sarima,lower H_mu_actual,upper H_mu_actual
12/16/2017 7:00,45.6,12/16/2018 7:00,50,12/16/2019 7:00,100,12/15/2020 7:00,89,12/16/2021 7:00,63,12/16/2022 7:00,65.90031295,12/16/2021 7:00,53.491481,78.30917355
12/16/2017 8:00,48.8,12/16/2018 8:00,50,12/16/2019 8:00,100,12/15/2020 8:00,86,12/16/2021 8:00,65,12/16/2022 8:00,61.21600547,12/16/2021 8:00,48.80683416,73.62452671
12/16/2017 9:00,50.9,12/16/2018 9:00,50,12/16/2019 9:00,100,12/15/2020 9:00,83,12/16/2021 9:00,61,12/16/2022 9:00,63.63754963,12/16/2021 9:00,51.22747112,76.04516367
12/16/2017 10:00,51,12/16/2018 10:00,50,12/16/2019 10:00,100,12/15/2020 10:00,80,12/16/2021 10:00,59,12/16/2022 10:00,58.64438949,12/16/2021 10:00,46.23536641,71.05305896
12/16/2017 11:00,84.2,12/16/2018 11:00,50,12/16/2019 11:00,89,12/15/2020 11:00,78,12/16/2021 11:00,58,12/16/2022 11:00,57.24546347,12/16/2021 11:00,44.83530927,69.65300182
12/16/2017 12:00,83.6,12/16/2018 12:00,50,12/16/2019 12:00,76,12/15/2020 12:00,74,12/16/2021 12:00,61,12/16/2022 12:00,56.90022184,12/16/2021 12:00,44.49118878,69.30888133
12/16/2017 13:00,85.1,12/16/2018 13:00,50,12/16/2019 13:00,54,12/15/2020 13:00,75,12/16/2021 13:00,64,12/16/2022 13:00,61.60881489,12/16/2021 13:00,49.1999733,74.01766584
12/16/2017 14:00,82.2,12/16/2018 14:00,50,12/16/2019 14:00,53,12/15/2020 14:00,77,12/16/2021 14:00,62,12/16/2022 14:00,63.6628321,12/16/2021 14:00,51.25474602,76.07243857
12/16/2017 15:00,91.7,12/16/2018 15:00,50,12/16/2019 15:00,48,12/15/2020 15:00,79,12/16/2021 15:00,61,12/16/2022 15:00,62.91140676,12/16/2021 15:00,50.50275998,75.32045253
12/16/2017 16:00,98.1,12/16/2018 16:00,50,12/16/2019 16:00,56,12/15/2020 16:00,83,12/16/2021 16:00,63,12/16/2022 16:00,61.74091406,12/16/2021 16:00,49.33317271,74.15086526
12/16/2017 17:00,97.7,12/16/2018 17:00,50,12/16/2019 17:00,54,12/15/2020 17:00,84,12/16/2021 17:00,61,12/16/2022 17:00,67.27976779,12/16/2021 17:00,54.87151809,79.68921064
12/16/2017 18:00,95.8,12/16/2018 18:00,50,12/16/2019 18:00,53,12/15/2020 18:00,85,12/16/2021 18:00,64,12/16/2022 18:00,63.55995472,12/16/2021 18:00,51.15147694,75.96916949
12/16/2017 19:00,91.8,12/16/2018 19:00,50,12/16/2019 19:00,56,12/15/2020 19:00,85,12/16/2021 19:00,64,12/16/2022 19:00,64.83518322,12/16/2021 19:00,52.42565957,77.24335212
12/16/2017 20:00,96.4,12/16/2018 20:00,50,12/16/2019 20:00,56,12/15/2020 20:00,87,12/16/2021 20:00,61,12/16/2022 20:00,62.19944957,12/16/2021 20:00,49.79057438,74.60826693
12/16/2017 21:00,97.4,12/16/2018 21:00,50,12/16/2019 21:00,51,12/15/2020 21:00,89,12/16/2021 21:00,63,12/16/2022 21:00,60.32565993,12/16/2021 21:00,47.91519518,72.73288773
12/16/2017 22:00,99.7,12/16/2018 22:00,50,12/16/2019 22:00,57,12/15/2020 22:00,90,12/16/2021 22:00,63,12/16/2022 22:00,61.32139725,12/16/2021 22:00,48.91225652,73.72994907
12/16/2017 23:00,100.1,12/16/2018 23:00,50,12/16/2019 23:00,64,12/15/2020 23:00,90,12/16/2021 23:00,63,12/16/2022 23:00,60.84785626,12/16/2021 23:00,48.43823309,73.25592564
12/17/2017 0:00,99.1,12/17/2018 0:00,50,12/17/2019 0:00,59,12/16/2020 0:00,90,12/17/2021 0:00,65,12/17/2022 0:00,61.59352987,12/17/2021 0:00,49.18476697,74.00245952
12/17/2017 1:00,100.1,12/17/2018 1:00,50,12/17/2019 1:00,75,12/16/2020 1:00,92,12/17/2021 1:00,63,12/17/2022 1:00,64.70937222,12/17/2021 1:00,52.30106908,77.11876163
12/17/2017 2:00,97.4,12/17/2018 2:00,50,12/17/2019 2:00,70,12/16/2020 2:00,92,12/17/2021 2:00,65,12/17/2022 2:00,62.66235676,12/17/2021 2:00,50.25405515,75.0717477
12/17/2017 3:00,95.9,12/17/2018 3:00,50,12/17/2019 3:00,71,12/16/2020 3:00,91,12/17/2021 3:00,62,12/17/2022 3:00,66.40403557,12/17/2021 3:00,53.995261,78.81295355
12/17/2017 4:00,94.7,12/17/2018 4:00,50,12/17/2019 4:00,77,12/16/2020 4:00,92,12/17/2021 4:00,62,12/17/2022 4:00,63.3489786,12/17/2021 4:00,50.94070202,75.75839456
12/17/2017 5:00,98,12/17/2018 5:00,50,12/17/2019 5:00,77,12/16/2020 5:00,92,12/17/2021 5:00,64,12/17/2022 5:00,65.48320417,12/17/2021 5:00,53.07547046,77.893163
12/17/2017 6:00,100.1,12/17/2018 6:00,50,12/17/2019 6:00,83,12/16/2020 6:00,94,12/17/2021 6:00,65,12/17/2022 6:00,65.2222368,12/17/2021 6:00,52.8147327,77.63242525
12/17/2017 7:00,100.1,12/17/2018 7:00,50,12/17/2019 7:00,91,12/16/2020 7:00,93,12/17/2021 7:00,65,12/17/2022 7:00,65.00857612,12/17/2021 7:00,52.59961793,77.41731048
12/17/2017 8:00,100.1,12/17/2018 8:00,50,12/17/2019 8:00,88,12/16/2020 8:00,92,12/17/2021 8:00,64,12/17/2022 8:00,64.30996245,12/17/2021 8:00,51.90046663,76.71815918
12/17/2017 9:00,100.1,12/17/2018 9:00,50,12/17/2019 9:00,64,12/16/2020 9:00,92,12/17/2021 9:00,59,12/17/2022 9:00,62.21657626,12/17/2021 9:00,49.80685472,74.62454726
12/17/2017 10:00,96.1,12/17/2018 10:00,50,12/17/2019 10:00,62,12/16/2020 10:00,92,12/17/2021 10:00,60,12/17/2022 10:00,56.67411507,12/17/2021 10:00,44.26497096,69.08266351
12/17/2017 11:00,92.6,12/17/2018 11:00,50,12/17/2019 11:00,47,12/16/2020 11:00,91,12/17/2021 11:00,61,12/17/2022 11:00,57.62764409,12/17/2021 11:00,45.2179958,70.03568835
12/17/2017 12:00,97.5,12/17/2018 12:00,50,12/17/2019 12:00,47,12/16/2020 12:00,90,12/17/2021 12:00,62,12/17/2022 12:00,59.93592427,12/17/2021 12:00,47.52683788,72.34453043
12/17/2017 13:00,100.1,12/17/2018 13:00,50,12/17/2019 13:00,46,12/16/2020 13:00,89,12/17/2021 13:00,52,12/17/2022 13:00,62.67638964,12/17/2021 13:00,50.26746974,75.08516229
12/17/2017 14:00,100.1,12/17/2018 14:00,50,12/17/2019 14:00,45,12/16/2020 14:00,90,12/17/2021 14:00,51,12/17/2022 14:00,50.33690358,12/17/2021 14:00,37.92875495,62.7464475
12/17/2017 15:00,100.1,12/17/2018 15:00,50,12/17/2019 15:00,46,12/16/2020 15:00,50,12/17/2021 15:00,53,12/17/2022 15:00,52.28364023,12/17/2021 15:00,39.87464309,64.69233564
12/17/2017 16:00,100.1,12/17/2018 16:00,50,12/17/2019 16:00,51,12/16/2020 16:00,92,12/17/2021 16:00,58,12/17/2022 16:00,54.76101169,12/17/2021 16:00,42.35258556,67.17027811
12/17/2017 17:00,100.2,12/17/2018 17:00,50,12/17/2019 17:00,53,12/16/2020 17:00,94,12/17/2021 17:00,56,12/17/2022 17:00,60.8560124,12/17/2021 17:00,48.44903216,73.26672471
12/17/2017 18:00,92.3,12/17/2018 18:00,50,12/17/2019 18:00,66,12/16/2020 18:00,95,12/17/2021 18:00,64,12/17/2022 18:00,57.61642923,12/17/2021 18:00,45.20859833,70.02629088
12/17/2017 19:00,88.3,12/17/2018 19:00,50,12/17/2019 19:00,74,12/16/2020 19:00,95,12/17/2021 19:00,69,12/17/2022 19:00,64.36316416,12/17/2021 19:00,51.9543929,76.77208545
12/17/2017 20:00,86.9,12/17/2018 20:00,50,12/17/2019 20:00,76,12/16/2020 20:00,95,12/17/2021 20:00,77,12/17/2022 20:00,68.35200563,12/17/2021 20:00,55.94303541,80.76072795
12/17/2017 21:00,90.5,12/17/2018 21:00,50,12/17/2019 21:00,70,12/16/2020 21:00,95,12/17/2021 21:00,73,12/17/2022 21:00,77.41472562,12/17/2021 21:00,65.00462918,89.82232173
12/17/2017 22:00,73,12/17/2018 22:00,50,12/17/2019 22:00,81,12/16/2020 22:00,97,12/17/2021 22:00,73,12/17/2022 22:00,70.9712733,12/17/2021 22:00,58.5622839,83.37997645
12/17/2017 23:00,69.5,12/17/2018 23:00,50,12/17/2019 23:00,75,12/16/2020 23:00,98,12/17/2021 23:00,75,12/17/2022 23:00,70.69778704,12/17/2021 23:00,58.28816858,83.10586113
12/18/2017 0:00,69.2,12/18/2018 0:00,50,12/18/2019 0:00,84,12/17/2020 0:00,99,12/18/2021 0:00,77,12/18/2022 0:00,74.3810179,12/18/2021 0:00,61.97174329,86.78943584
12/18/2017 1:00,69.6,12/18/2018 1:00,50,12/18/2019 1:00,74,12/17/2020 1:00,100,12/18/2021 1:00,76,12/18/2022 1:00,79.21537961,12/18/2021 1:00,66.80602641,91.62371895
12/18/2017 2:00,71.2,12/18/2018 2:00,50,12/18/2019 2:00,91,12/17/2020 2:00,100,12/18/2021 2:00,84,12/18/2022 2:00,75.48463937,12/18/2021 2:00,63.07632342,87.89401597
12/18/2017 3:00,76.7,12/18/2018 3:00,50,12/18/2019 3:00,90,12/17/2020 3:00,100,12/18/2021 3:00,88,12/18/2022 3:00,84.97715885,12/18/2021 3:00,72.56918245,97.386875
12/18/2017 4:00,86.1,12/18/2018 4:00,50,12/18/2019 4:00,99,12/17/2020 4:00,100,12/18/2021 4:00,96,12/18/2022 4:00,89.3709523,12/18/2021 4:00,76.96323114,101.7809237
12/18/2017 5:00,92.1,12/18/2018 5:00,50,12/18/2019 5:00,100,12/17/2020 5:00,100,12/18/2021 5:00,94,12/18/2022 5:00,100.1230895,12/18/2021 5:00,87.71596325,112.5336558
12/18/2017 6:00,94.5,12/18/2018 6:00,50,12/18/2019 6:00,100,12/17/2020 6:00,100,12/18/2021 6:00,97,12/18/2022 6:00,94.56545226,12/18/2021 6:00,82.15824897,106.9759415
12/18/2017 7:00,91.9,12/18/2018 7:00,50,12/18/2019 7:00,100,12/17/2020 7:00,100,12/18/2021 7:00,96,12/18/2022 7:00,96.3764472,12/18/2021 7:00,83.96796209,108.7856546
12/18/2017 8:00,95.7,12/18/2018 8:00,50,12/18/2019 8:00,100,12/17/2020 8:00,100,12/18/2021 8:00,92,12/18/2022 8:00,93.37325798,12/18/2021 8:00,80.96477338,105.7824659
12/18/2017 9:00,82.9,12/18/2018 9:00,50,12/18/2019 9:00,96,12/17/2020 9:00,98,12/18/2021 9:00,91,12/18/2022 9:00,91.33581869,12/18/2021 9:00,78.92565684,103.7433494
12/18/2017 10:00,77.6,12/18/2018 10:00,50,12/18/2019 10:00,85,12/17/2020 10:00,98,12/18/2021 10:00,93,12/18/2022 10:00,89.01496031,12/18/2021 10:00,76.6055928,101.4232853
12/18/2017 11:00,76.7,12/18/2018 11:00,50,12/18/2019 11:00,70,12/17/2020 11:00,96,12/18/2021 11:00,85,12/18/2022 11:00,90.58229269,12/18/2021 11:00,78.17258887,102.9902814
12/18/2017 12:00,71,12/18/2018 12:00,50,12/18/2019 12:00,73,12/17/2020 12:00,98,12/18/2021 12:00,77,12/18/2022 12:00,83.67815893,12/18/2021 12:00,71.26859967,96.08629222
12/18/2017 13:00,66.5,12/18/2018 13:00,50,12/18/2019 13:00,62,12/17/2020 13:00,98,12/18/2021 13:00,76,12/18/2022 13:00,76.33488822,12/18/2021 13:00,63.9264986,88.74419115
12/18/2017 14:00,60.8,12/18/2018 14:00,50,12/18/2019 14:00,67,12/17/2020 14:00,97,12/18/2021 14:00,73,12/18/2022 14:00,73.43677079,12/18/2021 14:00,61.02897279,85.84666534
12/18/2017 15:00,65.3,12/18/2018 15:00,50,12/18/2019 15:00,68,12/17/2020 15:00,98,12/18/2021 15:00,70,12/18/2022 15:00,72.92035157,12/18/2021 15:00,60.51203589,85.32972844
12/18/2017 16:00,68.6,12/18/2018 16:00,50,12/18/2019 16:00,85,12/17/2020 16:00,98,12/18/2021 16:00,71,12/18/2022 16:00,70.15422517,12/18/2021 16:00,57.74611574,82.56380829
12/18/2017 17:00,73.1,12/18/2018 17:00,50,12/18/2019 17:00,82,12/17/2020 17:00,99,12/18/2021 17:00,74,12/18/2022 17:00,74.16109611,12/18/2021 17:00,61.75386762,86.57156017
12/18/2017 18:00,70.5,12/18/2018 18:00,50,12/18/2019 18:00,89,12/17/2020 18:00,100,12/18/2021 18:00,73,12/18/2022 18:00,75.54976062,12/18/2021 18:00,63.14168629,87.95937884
12/18/2017 19:00,67.7,12/18/2018 19:00,50,12/18/2019 19:00,84,12/17/2020 19:00,100,12/18/2021 19:00,73,12/18/2022 19:00,73.2765107,12/18/2021 19:00,60.86712577,85.68481832
12/18/2017 20:00,69.1,12/18/2018 20:00,50,12/18/2019 20:00,94,12/17/2020 20:00,100,12/18/2021 20:00,66,12/18/2022 20:00,72.67528147,12/18/2021 20:00,60.26526359,85.08295614
12/18/2017 21:00,68.3,12/18/2018 21:00,50,12/18/2019 21:00,99,12/17/2020 21:00,100,12/18/2021 21:00,66,12/18/2022 21:00,64.24894175,12/18/2021 21:00,51.83917171,76.65686426
12/18/2017 22:00,64.3,12/18/2018 22:00,50,12/18/2019 22:00,92,12/17/2020 22:00,100,12/18/2021 22:00,70,12/18/2022 22:00,63.5532297,12/18/2021 22:00,51.14393968,75.96163223
12/18/2017 23:00,73.6,12/18/2018 23:00,50,12/18/2019 23:00,97,12/17/2020 23:00,100,12/18/2021 23:00,68,12/18/2022 23:00,69.60997576,12/18/2021 23:00,57.19934265,82.0170352
12/19/2017 0:00,79.5,12/19/2018 0:00,50,12/19/2019 0:00,100,12/18/2020 0:00,100,12/19/2021 0:00,66,12/19/2022 0:00,68.86771012,12/19/2021 0:00,56.45742731,81.27511986
12/19/2017 1:00,77.3,12/19/2018 1:00,50,12/19/2019 1:00,100,12/18/2020 1:00,100,12/19/2021 1:00,72,12/19/2022 1:00,65.67957434,12/19/2021 1:00,53.27148285,78.0891754
12/19/2017 2:00,83.1,12/19/2018 2:00,50,12/19/2019 2:00,100,12/18/2020 2:00,100,12/19/2021 2:00,78,12/19/2022 2:00,72.36479632,12/19/2021 2:00,59.95587846,84.77357101
12/19/2017 3:00,80.1,12/19/2018 3:00,50,12/19/2019 3:00,100,12/18/2020 3:00,100,12/19/2021 3:00,69,12/19/2022 3:00,80.03324829,12/19/2021 3:00,67.62457878,92.44227133
12/19/2017 4:00,85.7,12/19/2018 4:00,50,12/19/2019 4:00,100,12/18/2020 4:00,100,12/19/2021 4:00,77,12/19/2022 4:00,70.64280244,12/19/2021 4:00,58.23374186,83.05143441
12/19/2017 5:00,73.3,12/19/2018 5:00,50,12/19/2019 5:00,100,12/18/2020 5:00,100,12/19/2021 5:00,71,12/19/2022 5:00,79.38025361,12/19/2021 5:00,66.97388245,91.791575
12/19/2017 6:00,60.1,12/19/2018 6:00,50,12/19/2019 6:00,100,12/18/2020 6:00,100,12/19/2021 6:00,67,12/19/2022 6:00,73.04656609,12/19/2021 6:00,60.63792976,85.45562231
12/19/2017 7:00,67.2,12/19/2018 7:00,50,12/19/2019 7:00,100,12/18/2020 7:00,100,12/19/2021 7:00,63,12/19/2022 7:00,66.68038342,12/19/2021 7:00,54.27101448,79.08870703
12/19/2017 8:00,61.3,12/19/2018 8:00,50,12/19/2019 8:00,100,12/18/2020 8:00,100,12/19/2021 8:00,58,12/19/2022 8:00,62.70159194,12/19/2021 8:00,50.29139371,75.10908626
12/19/2017 9:00,64.4,12/19/2018 9:00,50,12/19/2019 9:00,100,12/18/2020 9:00,100,12/19/2021 9:00,55,12/19/2022 9:00,55.92864795,12/19/2021 9:00,43.51892687,68.33661942
12/19/2017 10:00,56.6,12/19/2018 10:00,50,12/19/2019 10:00,100,12/18/2020 10:00,100,12/19/2021 10:00,61,12/19/2022 10:00,52.06878699,12/19/2021 10:00,39.6593398,64.47703234
12/19/2017 11:00,54.1,12/19/2018 11:00,50,12/19/2019 11:00,100,12/18/2020 11:00,100,12/19/2021 11:00,63,12/19/2022 11:00,59.28223723,12/19/2021 11:00,46.87255519,71.69024774
12/19/2017 12:00,54.8,12/19/2018 12:00,50,12/19/2019 12:00,98,12/18/2020 12:00,100,12/19/2021 12:00,62,12/19/2022 12:00,62.80015391,12/19/2021 12:00,50.39097689,75.20866944
12/19/2017 13:00,56.8,12/19/2018 13:00,50,12/19/2019 13:00,90,12/18/2020 13:00,100,12/19/2021 13:00,61,12/19/2022 13:00,60.66102713,12/19/2021 13:00,48.25356829,73.07126084
12/19/2017 14:00,58,12/19/2018 14:00,50,12/19/2019 14:00,88,12/18/2020 14:00,99,12/19/2021 14:00,64,12/19/2022 14:00,59.45900636,12/19/2021 14:00,47.05079283,71.86848538
12/19/2017 15:00,56.6,12/19/2018 15:00,50,12/19/2019 15:00,92,12/18/2020 15:00,99,12/19/2021 15:00,64,12/19/2022 15:00,66.85311422,12/19/2021 15:00,54.44404733,79.26173988
12/19/2017 16:00,59.1,12/19/2018 16:00,50,12/19/2019 16:00,95,12/18/2020 16:00,99,12/19/2021 16:00,71,12/19/2022 16:00,64.68690409,12/19/2021 16:00,52.27859736,77.0962899
12/19/2017 17:00,59.7,12/19/2018 17:00,50,12/19/2019 17:00,100,12/18/2020 17:00,100,12/19/2021 17:00,74,12/19/2022 17:00,75.28517502,12/19/2021 17:00,62.87802722,87.69571977
12/19/2017 18:00,66.2,12/19/2018 18:00,50,12/19/2019 18:00,100,12/18/2020 18:00,100,12/19/2021 18:00,80,12/19/2022 18:00,77.03522743,12/19/2021 18:00,64.62678934,89.44448189
12/19/2017 19:00,70.3,12/19/2018 19:00,50,12/19/2019 19:00,100,12/18/2020 19:00,100,12/19/2021 19:00,89,12/19/2022 19:00,81.24518623,12/19/2021 19:00,68.83591519,93.65360774
12/19/2017 20:00,67.7,12/19/2018 20:00,50,12/19/2019 20:00,100,12/18/2020 20:00,100,12/19/2021 20:00,90,12/19/2022 20:00,89.27483443,12/19/2021 20:00,76.86575573,101.6834483
12/19/2017 21:00,71.3,12/19/2018 21:00,50,12/19/2019 21:00,100,12/18/2020 21:00,100,12/19/2021 21:00,91,12/19/2022 21:00,89.53575717,12/19/2021 21:00,77.12613527,101.9438278
12/19/2017 22:00,75.6,12/19/2018 22:00,50,12/19/2019 22:00,100,12/18/2020 22:00,100,12/19/2021 22:00,94,12/19/2022 22:00,88.64123779,12/19/2021 22:00,76.23189126,101.0495838
12/19/2017 23:00,74.1,12/19/2018 23:00,50,12/19/2019 23:00,100,12/18/2020 23:00,100,12/19/2021 23:00,94,12/19/2022 23:00,91.80228635,12/19/2021 23:00,79.39299816,104.2106907
12/20/2017 0:00,70.2,12/20/2018 0:00,50,12/20/2019 0:00,100,12/19/2020 0:00,100,12/20/2021 0:00,95,12/20/2022 0:00,93.64709086,12/20/2021 0:00,81.23804544,106.055738
12/20/2017 1:00,70.2,12/20/2018 1:00,50,12/20/2019 1:00,100,12/19/2020 1:00,100,12/20/2021 1:00,96,12/20/2022 1:00,95.33744667,12/20/2021 1:00,82.92902395,107.7467165
12/20/2017 2:00,75.1,12/20/2018 2:00,50,12/20/2019 2:00,100,12/19/2020 2:00,100,12/20/2021 2:00,94,12/20/2022 2:00,95.35508854,12/20/2021 2:00,82.94628407,107.7639766
12/20/2017 3:00,79.5,12/20/2018 3:00,50,12/20/2019 3:00,100,12/19/2020 3:00,100,12/20/2021 3:00,97,12/20/2022 3:00,94.59882229,12/20/2021 3:00,82.19100167,107.0086942
12/20/2017 4:00,79.3,12/20/2018 4:00,50,12/20/2019 4:00,100,12/19/2020 4:00,100,12/20/2021 4:00,99,12/20/2022 4:00,98.22239766,12/20/2021 4:00,85.81362931,110.6313219
12/20/2017 5:00,80.7,12/20/2018 5:00,50,12/20/2019 5:00,100,12/19/2020 5:00,100,12/20/2021 5:00,100,12/20/2022 5:00,101.1088999,12/20/2021 5:00,88.70283101,113.5205236
12/20/2017 6:00,80.5,12/20/2018 6:00,50,12/20/2019 6:00,100,12/19/2020 6:00,100,12/20/2021 6:00,98,12/20/2022 6:00,100.8603291,12/20/2021 6:00,88.45291136,113.2706039
12/20/2017 7:00,68.7,12/20/2018 7:00,50,12/20/2019 7:00,100,12/19/2020 7:00,100,12/20/2021 7:00,98,12/20/2022 7:00,96.29384725,12/20/2021 7:00,83.88558369,108.7032762
12/20/2017 8:00,69.1,12/20/2018 8:00,50,12/20/2019 8:00,100,12/19/2020 8:00,100,12/20/2021 8:00,99,12/20/2022 8:00,96.44242138,12/20/2021 8:00,84.03368098,108.8513735
12/20/2017 9:00,62.5,12/20/2018 9:00,50,12/20/2019 9:00,100,12/19/2020 9:00,100,12/20/2021 9:00,87,12/20/2022 9:00,97.47819894,12/20/2021 9:00,85.06883593,109.8865285
12/20/2017 10:00,59.6,12/20/2018 10:00,50,12/20/2019 10:00,100,12/19/2020 10:00,100,12/20/2021 10:00,80,12/20/2022 10:00,84.61823236,12/20/2021 10:00,72.2077335,97.02542605
12/20/2017 11:00,60.4,12/20/2018 11:00,50,12/20/2019 11:00,100,12/19/2020 11:00,99,12/20/2021 11:00,61,12/20/2022 11:00,77.23966422,12/20/2021 11:00,64.82950132,89.64719387
12/20/2017 12:00,65,12/20/2018 12:00,50,12/20/2019 12:00,100,12/19/2020 12:00,97,12/20/2021 12:00,40,12/20/2022 12:00,58.58107976,12/20/2021 12:00,46.17147,70.98916255
12/20/2017 13:00,64.4,12/20/2018 13:00,50,12/20/2019 13:00,94,12/19/2020 13:00,93,12/20/2021 13:00,40,12/20/2022 13:00,37.78392033,12/20/2021 13:00,25.37475091,50.19244345
12/20/2017 14:00,63,12/20/2018 14:00,50,12/20/2019 14:00,93,12/19/2020 14:00,95,12/20/2021 14:00,47,12/20/2022 14:00,39.15987734,12/20/2021 14:00,26.75002725,51.5677198
12/20/2017 15:00,61.2,12/20/2018 15:00,50,12/20/2019 15:00,97,12/19/2020 15:00,96,12/20/2021 15:00,57,12/20/2022 15:00,46.7935335,12/20/2021 15:00,34.38602328,59.20371583
12/20/2017 16:00,63,12/20/2018 16:00,50,12/20/2019 16:00,99,12/19/2020 16:00,98,12/20/2021 16:00,59,12/20/2022 16:00,59.61291567,12/20/2021 16:00,47.20368793,72.02138048
12/20/2017 17:00,63.8,12/20/2018 17:00,50,12/20/2019 17:00,100,12/19/2020 17:00,99,12/20/2021 17:00,54,12/20/2022 17:00,61.61046053,12/20/2021 17:00,49.20423478,74.02192733
12/20/2017 18:00,69.1,12/20/2018 18:00,50,12/20/2019 18:00,100,12/19/2020 18:00,100,12/20/2021 18:00,55,12/20/2022 18:00,56.18419479,12/20/2021 18:00,43.77572933,68.59342188
12/20/2017 19:00,62.9,12/20/2018 19:00,50,12/20/2019 19:00,100,12/19/2020 19:00,100,12/20/2021 19:00,53,12/20/2022 19:00,55.17080445,12/20/2021 19:00,42.76129594,67.57898849
12/20/2017 20:00,61.2,12/20/2018 20:00,50,12/20/2019 20:00,100,12/19/2020 20:00,100,12/20/2021 20:00,60,12/20/2022 20:00,51.24301599,12/20/2021 20:00,38.83412605,63.65181859
12/20/2017 21:00,61.6,12/20/2018 21:00,50,12/20/2019 21:00,99,12/19/2020 21:00,100,12/20/2021 21:00,68,12/20/2022 21:00,61.13707371,12/20/2021 21:00,48.72674936,73.54444191
12/20/2017 22:00,60.6,12/20/2018 22:00,50,12/20/2019 22:00,78,12/19/2020 22:00,100,12/20/2021 22:00,66,12/20/2022 22:00,68.69234288,12/20/2021 22:00,56.28149271,81.09918526
12/20/2017 23:00,61.8,12/20/2018 23:00,50,12/20/2019 23:00,75,12/19/2020 23:00,100,12/20/2021 23:00,72,12/20/2022 23:00,67.5842354,12/20/2021 23:00,55.17294681,79.99063936
12/21/2017 0:00,59.6,12/21/2018 0:00,50,12/21/2019 0:00,70,12/20/2020 0:00,100,12/21/2021 0:00,75,12/21/2022 0:00,75.34019512,12/21/2021 0:00,62.92965788,87.74735043
12/21/2017 1:00,61.1,12/21/2018 1:00,50,12/21/2019 1:00,67,12/20/2020 1:00,100,12/21/2021 1:00,72,12/21/2022 1:00,75.03500829,12/21/2021 1:00,62.62675893,87.44445148
12/21/2017 2:00,64.7,12/21/2018 2:00,50,12/21/2019 2:00,75,12/20/2020 2:00,100,12/21/2021 2:00,77,12/21/2022 2:00,70.37996657,12/21/2021 2:00,57.9713744,82.78906694
12/21/2017 3:00,60,12/21/2018 3:00,50,12/21/2019 3:00,68,12/20/2020 3:00,100,12/21/2021 3:00,77,12/21/2022 3:00,76.098358,12/21/2021 3:00,63.69132447,88.50901702
12/21/2017 4:00,60.7,12/21/2018 4:00,50,12/21/2019 4:00,65,12/20/2020 4:00,100,12/21/2021 4:00,78,12/21/2022 4:00,79.39699469,12/21/2021 4:00,66.98756888,91.80526143
12/21/2017 5:00,61.9,12/21/2018 5:00,50,12/21/2019 5:00,71,12/20/2020 5:00,100,12/21/2021 5:00,86,12/21/2022 5:00,81.50524306,12/21/2021 5:00,69.09840488,93.91609743
12/21/2017 6:00,60.9,12/21/2018 6:00,50,12/21/2019 6:00,73,12/20/2020 6:00,100,12/21/2021 6:00,88,12/21/2022 6:00,88.07551765,12/21/2021 6:00,75.66780311,100.4854957
12/21/2017 7:00,61.2,12/21/2018 7:00,50,12/21/2019 7:00,69,12/20/2020 7:00,100,12/21/2021 7:00,88,12/21/2022 7:00,88.94220221,12/21/2021 7:00,76.53272728,101.3504198
12/21/2017 8:00,56,12/21/2018 8:00,50,12/21/2019 8:00,70,12/20/2020 8:00,100,12/21/2021 8:00,85,12/21/2022 8:00,85.5297825,12/21/2021 8:00,73.1213444,97.93903695
12/21/2017 9:00,47.7,12/21/2018 9:00,50,12/21/2019 9:00,61,12/20/2020 9:00,100,12/21/2021 9:00,59,12/21/2022 9:00,81.74769412,12/21/2021 9:00,69.33945331,94.15714586
12/21/2017 10:00,46.4,12/21/2018 10:00,50,12/21/2019 10:00,60,12/20/2020 10:00,100,12/21/2021 10:00,45,12/21/2022 10:00,56.69886868,12/21/2021 10:00,44.28777606,69.10546861
12/21/2017 11:00,46.3,12/21/2018 11:00,50,12/21/2019 11:00,56,12/20/2020 11:00,100,12/21/2021 11:00,36,12/21/2022 11:00,39.73015174,12/21/2021 11:00,27.32113815,52.1388307
12/21/2017 12:00,44.8,12/21/2018 12:00,50,12/21/2019 12:00,49,12/20/2020 12:00,98,12/21/2021 12:00,35,12/21/2022 12:00,32.74789676,12/21/2021 12:00,20.33974687,45.15743942
12/21/2017 13:00,48,12/21/2018 13:00,50,12/21/2019 13:00,54,12/20/2020 13:00,99,12/21/2021 13:00,35,12/21/2022 13:00,34.84304311,12/21/2021 13:00,22.43399513,47.25168768
12/21/2017 14:00,48,12/21/2018 14:00,50,12/21/2019 14:00,54,12/20/2020 14:00,98,12/21/2021 14:00,34,12/21/2022 14:00,33.71817295,12/21/2021 14:00,21.30877502,46.12646756
12/21/2017 15:00,51.3,12/21/2018 15:00,50,12/21/2019 15:00,60,12/20/2020 15:00,98,12/21/2021 15:00,33,12/21/2022 15:00,34.74333468,12/21/2021 15:00,22.33462514,47.15231769
