2017,,2018,,2019,,2020,,2021,,2022,,SARIMA,lower T_mu_actual,upper T_mu_actual
7/15/2017 0:00,17.742,7/15/2018 0:00,16.9,7/15/2019 0:00,15.1,7/14/2020 0:00,12.6,7/15/2021 0:00,24.9,16.07.2022 10:00:00,29.759,7/15/2023 0:00,21.52112699,29.62699106
7/15/2017 1:00,16.359,7/15/2018 1:00,16.5,7/15/2019 1:00,15.5,7/14/2020 1:00,13.2,7/15/2021 1:00,22.1,16.07.2022 11:00:00,29.202,7/15/2023 1:00,20.81552028,28.92138434
7/15/2017 2:00,16.256,7/15/2018 2:00,14.9,7/15/2019 2:00,13.8,7/14/2020 2:00,10.3,7/15/2021 2:00,20.6,16.07.2022 12:00:00,31.66,7/15/2023 2:00,17.94747874,26.05334281
7/15/2017 3:00,16.081,7/15/2018 3:00,14.9,7/15/2019 3:00,13.6,7/14/2020 3:00,11.5,7/15/2021 3:00,22,16.07.2022 13:00:00,31.767,7/15/2023 3:00,16.49123833,24.59710239
7/15/2017 4:00,15.562,7/15/2018 4:00,14.7,7/15/2019 4:00,12.6,7/14/2020 4:00,9.8,7/15/2021 4:00,18.9,16.07.2022 14:00:00,33.154,7/15/2023 4:00,17.49500657,25.60087064
7/15/2017 5:00,16.496,7/15/2018 5:00,16.1,7/15/2019 5:00,13.5,7/14/2020 5:00,11.4,7/15/2021 5:00,22.3,16.07.2022 15:00:00,31.317,7/15/2023 5:00,15.6174501,23.72331417
7/15/2017 6:00,18.718,7/15/2018 6:00,18.2,7/15/2019 6:00,13.8,7/14/2020 6:00,15.3,7/15/2021 6:00,24.8,16.07.2022 16:00:00,30.727,7/15/2023 6:00,19.60033193,27.70619599
7/15/2017 7:00,21.142,7/15/2018 7:00,21,7/15/2019 7:00,17.4,7/14/2020 7:00,17.8,7/15/2021 7:00,26.6,16.07.2022 17:00:00,30.727,7/15/2023 7:00,21.32699474,29.4328588
7/15/2017 8:00,22.46,7/15/2018 8:00,22.6,7/15/2019 8:00,20.1,7/14/2020 8:00,19.8,7/15/2021 8:00,29.1,16.07.2022 18:00:00,28.958,7/15/2023 8:00,23.17167284,31.27753691
7/15/2017 9:00,24.332,7/15/2018 9:00,26,7/15/2019 9:00,21.3,7/14/2020 9:00,21.8,7/15/2021 9:00,30.9,16.07.2022 19:00:00,27.019,7/15/2023 9:00,25.84923376,33.95509783
7/15/2017 10:00,25.475,7/15/2018 10:00,26.4,7/15/2019 10:00,22.8,7/14/2020 10:00,22.9,7/15/2021 10:00,32.5,16.07.2022 20:00:00,24.728,7/15/2023 10:00,27.02906453,35.1349286
7/15/2017 11:00,26.725,7/15/2018 11:00,28.3,7/15/2019 11:00,23,7/14/2020 11:00,24.6,7/15/2021 11:00,33.7,16.07.2022 21:00:00,24.073,7/15/2023 11:00,28.14200112,36.24786519
7/15/2017 12:00,27.384,7/15/2018 12:00,30.1,7/15/2019 12:00,23.7,7/14/2020 12:00,26.9,7/15/2021 12:00,35,16.07.2022 22:00:00,22.72,7/15/2023 12:00,29.55600797,37.66187204
7/15/2017 13:00,28.181,7/15/2018 13:00,30.3,7/15/2019 13:00,24.9,7/14/2020 13:00,26.7,7/15/2021 13:00,35.6,16.07.2022 23:00:00,22.685,7/15/2023 13:00,30.89217415,38.99803822
7/15/2017 14:00,28.699,7/15/2018 14:00,30.3,7/15/2019 14:00,25.3,7/14/2020 14:00,27.1,7/15/2021 14:00,35.2,17.07.2022 00:00:00,20.433,7/15/2023 14:00,30.76633648,38.87220055
7/15/2017 15:00,29.324,7/15/2018 15:00,30.8,7/15/2019 15:00,25,7/14/2020 15:00,25.6,7/15/2021 15:00,34.7,17.07.2022 01:00:00,19.255,7/15/2023 15:00,29.7786671,37.88453116
7/15/2017 16:00,28.875,7/15/2018 16:00,29.2,7/15/2019 16:00,24.4,7/14/2020 16:00,25.8,7/15/2021 16:00,34.1,17.07.2022 02:00:00,19.705,7/15/2023 16:00,29.79550251,37.90136658
7/15/2017 17:00,27.175,7/15/2018 17:00,28.7,7/15/2019 17:00,24,7/14/2020 17:00,25.7,7/15/2021 17:00,32.9,17.07.2022 03:00:00,18.249,7/15/2023 17:00,29.09417322,37.20003728
7/15/2017 18:00,24.713,7/15/2018 18:00,25.8,7/15/2019 18:00,22.6,7/14/2020 18:00,30,7/15/2021 18:00,30.9,17.07.2022 04:00:00,18.489,7/15/2023 18:00,28.58204515,36.68790921
7/15/2017 19:00,22.876,7/15/2018 19:00,30,7/15/2019 19:00,20.6,7/14/2020 19:00,22.6,7/15/2021 19:00,30,17.07.2022 05:00:00,18.215,7/15/2023 19:00,26.61330843,34.7191725
7/15/2017 20:00,22.148,7/15/2018 20:00,18.3,7/15/2019 20:00,20.3,7/14/2020 20:00,22.6,7/15/2021 20:00,28.3,17.07.2022 06:00:00,21.992,7/15/2023 20:00,25.69136844,33.79723251
7/15/2017 21:00,20.101,7/15/2018 21:00,19,7/15/2019 21:00,19.3,7/14/2020 21:00,19.9,7/15/2021 21:00,27.4,17.07.2022 07:00:00,23.101,7/15/2023 21:00,24.34461322,32.45047728
7/15/2017 22:00,20.174,7/15/2018 22:00,16.8,7/15/2019 22:00,18,7/14/2020 22:00,19,7/15/2021 22:00,25,17.07.2022 08:00:00,25.456,7/15/2023 22:00,23.50815243,31.61401649
7/15/2017 23:00,20.067,7/15/2018 23:00,16.4,7/15/2019 23:00,17.4,7/14/2020 23:00,18.4,7/15/2021 23:00,24.2,17.07.2022 09:00:00,26.912,7/15/2023 23:00,20.9365505,29.04241457
7/16/2017 0:00,18.958,7/16/2018 0:00,15.7,7/16/2019 0:00,17.3,7/15/2020 0:00,17.1,7/16/2021 0:00,24.1,17.07.2022 10:00:00,28.577,7/16/2023 0:00,20.4993391,28.60520317
7/16/2017 1:00,18.264,7/16/2018 1:00,14.9,7/16/2019 1:00,16,7/15/2020 1:00,16.4,7/16/2021 1:00,23.5,17.07.2022 11:00:00,28.368,7/16/2023 1:00,20.22232763,28.3281917
7/16/2017 2:00,17.712,7/16/2018 2:00,14.5,7/16/2019 2:00,16.7,7/15/2020 2:00,15.6,7/16/2021 2:00,22.8,17.07.2022 12:00:00,29.652,7/16/2023 2:00,19.35347531,27.45933938
7/16/2017 3:00,17.365,7/16/2018 3:00,14.9,7/16/2019 3:00,16,7/15/2020 3:00,14.5,7/16/2021 3:00,21.9,17.07.2022 13:00:00,30.346,7/16/2023 3:00,18.62466853,26.73053259
7/16/2017 4:00,17.224,7/16/2018 4:00,14,7/16/2019 4:00,15.7,7/15/2020 4:00,15.1,7/16/2021 4:00,20.2,17.07.2022 14:00:00,29.755,7/16/2023 4:00,17.46474389,25.57060796
7/16/2017 5:00,15.459,7/16/2018 5:00,14,7/16/2019 5:00,15.5,7/15/2020 5:00,15.3,7/16/2021 5:00,21.6,17.07.2022 15:00:00,29.096,7/16/2023 5:00,17.01117863,25.11704269
7/16/2017 6:00,14.663,7/16/2018 6:00,17.6,7/16/2019 6:00,16.6,7/15/2020 6:00,18,7/16/2021 6:00,23.6,17.07.2022 16:00:00,28.509,7/16/2023 6:00,18.88212577,26.98798984
7/16/2017 7:00,14.381,7/16/2018 7:00,19.2,7/16/2019 7:00,17.3,7/15/2020 7:00,22.8,7/16/2021 7:00,26,17.07.2022 17:00:00,28.474,7/16/2023 7:00,20.30712878,28.41299285
7/16/2017 8:00,14.35,7/16/2018 8:00,21.2,7/16/2019 8:00,18.4,7/15/2020 8:00,24.3,7/16/2021 8:00,27.2,17.07.2022 18:00:00,27.259,7/16/2023 8:00,22.69376067,30.79962473
7/16/2017 9:00,14.903,7/16/2018 9:00,23.9,7/16/2019 9:00,20.2,7/15/2020 9:00,26.9,7/16/2021 9:00,29.8,17.07.2022 19:00:00,24.938,7/16/2023 9:00,23.78611417,31.89197824
7/16/2017 10:00,14.629,7/16/2018 10:00,24.2,7/16/2019 10:00,20.7,7/15/2020 10:00,27.8,7/16/2021 10:00,30.7,17.07.2022 20:00:00,24.869,7/16/2023 10:00,26.39649252,34.50235659
7/16/2017 11:00,14.59,7/16/2018 11:00,26,7/16/2019 11:00,21.2,7/15/2020 11:00,29.2,7/16/2021 11:00,31.4,17.07.2022 21:00:00,23.207,7/16/2023 11:00,26.56549694,34.67136101
7/16/2017 12:00,15.006,7/16/2018 12:00,27.2,7/16/2019 12:00,21.6,7/15/2020 12:00,28.9,7/16/2021 12:00,31.5,17.07.2022 22:00:00,20.189,7/16/2023 12:00,27.43131291,35.53717698
7/16/2017 13:00,15.909,7/16/2018 13:00,28.5,7/16/2019 13:00,21.6,7/15/2020 13:00,28.6,7/16/2021 13:00,25.2,17.07.2022 23:00:00,19.636,7/16/2023 13:00,27.32536798,35.43123205
7/16/2017 14:00,17.228,7/16/2018 14:00,28.5,7/16/2019 14:00,22.4,7/15/2020 14:00,28.6,7/16/2021 14:00,25.3,18.07.2022 00:00:00,17.59,7/16/2023 14:00,21.12274695,29.22861102
7/16/2017 15:00,17.399,7/16/2018 15:00,27.8,7/16/2019 15:00,22.3,7/15/2020 15:00,28,7/16/2021 15:00,25.3,18.07.2022 01:00:00,17.106,7/16/2023 15:00,21.14333236,29.24919643
7/16/2017 16:00,17.742,7/16/2018 16:00,27.4,7/16/2019 16:00,22.1,7/15/2020 16:00,27.1,7/16/2021 16:00,27.2,18.07.2022 02:00:00,16.065,7/16/2023 16:00,20.93116024,29.0370243
7/16/2017 17:00,17.708,7/16/2018 17:00,27.1,7/16/2019 17:00,22,7/15/2020 17:00,26.4,7/16/2021 17:00,27.5,18.07.2022 03:00:00,15.2,7/16/2023 17:00,23.12900135,31.23486542
7/16/2017 18:00,17.293,7/16/2018 18:00,26.8,7/16/2019 18:00,21,7/15/2020 18:00,24.9,7/16/2021 18:00,27.8,18.07.2022 04:00:00,15.097,7/16/2023 18:00,23.70409543,31.8099595
7/16/2017 19:00,16.774,7/16/2018 19:00,22.3,7/16/2019 19:00,20.3,7/15/2020 19:00,24,7/16/2021 19:00,26.6,18.07.2022 05:00:00,16.001,7/16/2023 19:00,23.66758386,31.77344792
7/16/2017 20:00,16.462,7/16/2018 20:00,20.8,7/16/2019 20:00,20.5,7/15/2020 20:00,23.7,7/16/2021 20:00,24.8,18.07.2022 06:00:00,19.393,7/16/2023 20:00,22.77360619,30.87947026
7/16/2017 21:00,16.911,7/16/2018 21:00,21,7/16/2019 21:00,20.2,7/15/2020 21:00,21,7/16/2021 21:00,23.1,18.07.2022 07:00:00,22.304,7/16/2023 21:00,20.99947134,29.10533541
7/16/2017 22:00,16.565,7/16/2018 22:00,20.7,7/16/2019 22:00,19,7/15/2020 22:00,21.7,7/16/2021 22:00,21.7,18.07.2022 08:00:00,24.141,7/16/2023 22:00,19.63229889,27.73816296
7/16/2017 23:00,15.802,7/16/2018 23:00,20.4,7/16/2019 23:00,18.4,7/15/2020 23:00,19.7,7/16/2021 23:00,20.3,18.07.2022 09:00:00,25.803,7/16/2023 23:00,17.98436204,26.09022611
7/17/2017 0:00,15.49,7/17/2018 0:00,20.4,7/17/2019 0:00,17.7,7/16/2020 0:00,19.7,7/17/2021 0:00,19,18.07.2022 10:00:00,26.775,7/17/2023 0:00,17.1255385,25.23140257
7/17/2017 1:00,15.353,7/17/2018 1:00,19.1,7/17/2019 1:00,17.2,7/16/2020 1:00,19.3,7/17/2021 1:00,17.8,18.07.2022 11:00:00,27.4,7/17/2023 1:00,16.70355357,24.80941764
7/17/2017 2:00,15.177,7/17/2018 2:00,18.5,7/17/2019 2:00,16.8,7/16/2020 2:00,19.1,7/17/2021 2:00,16.6,18.07.2022 12:00:00,27.678,7/17/2023 2:00,14.14129868,22.24716275
7/17/2017 3:00,15.04,7/17/2018 3:00,21,7/17/2019 3:00,16.1,7/16/2020 3:00,18.9,7/17/2021 3:00,16.3,18.07.2022 13:00:00,27.815,7/17/2023 3:00,12.93455285,21.04041691
7/17/2017 4:00,14.796,7/17/2018 4:00,17.4,7/17/2019 4:00,13.5,7/16/2020 4:00,17.1,7/17/2021 4:00,16.4,18.07.2022 14:00:00,29.027,7/17/2023 4:00,11.96147996,20.06734403
7/17/2017 5:00,15.177,7/17/2018 5:00,19.1,7/17/2019 5:00,15.3,7/16/2020 5:00,16.9,7/17/2021 5:00,16.7,18.07.2022 15:00:00,27.503,7/17/2023 5:00,13.2839502,21.38981426
7/17/2017 6:00,15.318,7/17/2018 6:00,17.9,7/17/2019 6:00,15.8,7/16/2020 6:00,19.6,7/17/2021 6:00,18.6,18.07.2022 16:00:00,27.503,7/17/2023 6:00,13.97028525,22.07614932
7/17/2017 7:00,15.94,7/17/2018 7:00,20.4,7/17/2019 7:00,19.5,7/16/2020 7:00,22.6,7/17/2021 7:00,19.8,18.07.2022 17:00:00,27.053,7/17/2023 7:00,15.73839975,23.84426382
7/17/2017 8:00,16.424,7/17/2018 8:00,21.5,7/17/2019 8:00,21.7,7/16/2020 8:00,24.9,7/17/2021 8:00,23.4,18.07.2022 18:00:00,26.256,7/17/2023 8:00,16.95287677,25.05874084
7/17/2017 9:00,16.702,7/17/2018 9:00,21.8,7/17/2019 9:00,23.7,7/16/2020 9:00,26.8,7/17/2021 9:00,24.3,18.07.2022 19:00:00,24.141,7/17/2023 9:00,20.38702651,28.49289058
7/17/2017 10:00,16.946,7/17/2018 10:00,22.7,7/17/2019 10:00,24.4,7/16/2020 10:00,27.8,7/17/2021 10:00,25.6,18.07.2022 20:00:00,22.476,7/17/2023 10:00,21.08911581,29.19497987
7/17/2017 11:00,17.117,7/17/2018 11:00,23.3,7/17/2019 11:00,24.8,7/16/2020 11:00,28.9,7/17/2021 11:00,26.4,18.07.2022 21:00:00,19.705,7/17/2023 11:00,21.91092327,30.01678734
7/17/2017 12:00,18.123,7/17/2018 12:00,25.1,7/17/2019 12:00,25.7,7/16/2020 12:00,29.3,7/17/2021 12:00,25.1,18.07.2022 22:00:00,18.63,7/17/2023 12:00,22.96032188,31.06618595
7/17/2017 13:00,19.198,7/17/2018 13:00,25.6,7/17/2019 13:00,25.8,7/16/2020 13:00,30.7,7/17/2021 13:00,22.4,18.07.2022 23:00:00,19.049,7/17/2023 13:00,21.34911921,29.45498327
7/17/2017 14:00,19.61,7/17/2018 14:00,24.9,7/17/2019 14:00,25.9,7/16/2020 14:00,30.8,7/17/2021 14:00,24.8,19.07.2022 00:00:00,17.35,7/17/2023 14:00,18.55628804,26.66215211
7/17/2017 15:00,20.273,7/17/2018 15:00,20.8,7/17/2019 15:00,25.5,7/16/2020 15:00,28.4,7/17/2021 15:00,22.5,19.07.2022 01:00:00,16.031,7/17/2023 15:00,20.49224091,28.59810498
7/17/2017 16:00,20.204,7/17/2018 16:00,19.6,7/17/2019 16:00,25.6,7/16/2020 16:00,27.9,7/17/2021 16:00,23.8,19.07.2022 02:00:00,14.369,7/17/2023 16:00,18.01034069,26.11620476
7/17/2017 17:00,21.035,7/17/2018 17:00,20.3,7/17/2019 17:00,25.3,7/16/2020 17:00,26.5,7/17/2021 17:00,24.4,19.07.2022 03:00:00,14.507,7/17/2023 17:00,20.11197987,28.21784394
7/17/2017 18:00,20.098,7/17/2018 18:00,20,7/17/2019 18:00,24.4,7/16/2020 18:00,25.1,7/17/2021 18:00,22.2,19.07.2022 05:00:00,14.857,7/17/2023 18:00,20.80752534,28.91338941
7/17/2017 19:00,19.854,7/17/2018 19:00,19.8,7/17/2019 19:00,22.3,7/16/2020 19:00,24,7/17/2021 19:00,20.8,19.07.2022 06:00:00,18.253,7/17/2023 19:00,18.66128745,26.76715152
7/17/2017 20:00,19.164,7/17/2018 20:00,19.5,7/17/2019 20:00,20.3,7/16/2020 20:00,22,7/17/2021 20:00,20.2,19.07.2022 07:00:00,21.752,7/17/2023 20:00,16.9576333,25.06349737
7/17/2017 21:00,18.779,7/17/2018 21:00,19.2,7/17/2019 21:00,17.3,7/16/2020 21:00,20.5,7/17/2021 21:00,20.3,19.07.2022 08:00:00,23.31,7/17/2023 21:00,16.94585873,25.0517228
7/17/2017 22:00,17.982,7/17/2018 22:00,18.9,7/17/2019 22:00,16.2,7/16/2020 22:00,20.7,7/17/2021 22:00,18,19.07.2022 09:00:00,24.8,7/17/2023 22:00,16.86435964,24.9702237
7/17/2017 23:00,17.811,7/17/2018 23:00,18.6,7/17/2019 23:00,15.4,7/16/2020 23:00,21,7/17/2021 23:00,18.3,19.07.2022 10:00:00,26.256,7/17/2023 23:00,14.4466734,22.55253747
7/18/2017 0:00,16.77,7/18/2018 0:00,18.6,7/18/2019 0:00,15.1,7/17/2020 0:00,19.7,7/18/2021 0:00,18.7,19.07.2022 11:00:00,27.541,7/18/2023 0:00,15.35896821,23.46483228
7/18/2017 1:00,14.728,7/18/2018 1:00,18.2,7/18/2019 1:00,15.1,7/17/2020 1:00,18.4,7/18/2021 1:00,18.5,19.07.2022 12:00:00,27.99,7/18/2023 1:00,15.54674839,23.65261246
7/18/2017 2:00,14.068,7/18/2018 2:00,17.3,7/18/2019 2:00,13.6,7/17/2020 2:00,17.4,7/18/2021 2:00,18.4,19.07.2022 13:00:00,29.69,7/18/2023 2:00,14.20314799,22.30901206
7/18/2017 3:00,15.661,7/18/2018 3:00,15.7,7/18/2019 3:00,14.4,7/17/2020 3:00,17.6,7/18/2021 3:00,18.2,19.07.2022 14:00:00,30.102,7/18/2023 3:00,14.7567953,22.86265937
7/18/2017 4:00,15.421,7/18/2018 4:00,15.6,7/18/2019 4:00,12.3,7/17/2020 4:00,16.1,7/18/2021 4:00,17.9,19.07.2022 15:00:00,28.368,7/18/2023 4:00,13.69426802,21.80013209
7/18/2017 5:00,15.28,7/18/2018 5:00,15,7/18/2019 5:00,13.5,7/17/2020 5:00,15.2,7/18/2021 5:00,18,19.07.2022 16:00:00,28.44,7/18/2023 5:00,14.45293446,22.55879853
7/18/2017 6:00,15.627,7/18/2018 6:00,17.9,7/18/2019 6:00,17.2,7/17/2020 6:00,19.4,7/18/2021 6:00,18.7,19.07.2022 17:00:00,28.059,7/18/2023 6:00,15.44449703,23.5503611
7/18/2017 7:00,19.617,7/18/2018 7:00,19.6,7/18/2019 7:00,19.6,7/17/2020 7:00,22,7/18/2021 7:00,20.9,19.07.2022 19:00:00,24.766,7/18/2023 7:00,15.74004033,23.8459044
7/18/2017 8:00,19.339,7/18/2018 8:00,22.6,7/18/2019 8:00,22.4,7/17/2020 8:00,23.8,7/18/2021 8:00,20.4,19.07.2022 20:00:00,23.032,7/18/2023 8:00,17.67721256,25.78307663
7/18/2017 9:00,21.938,7/18/2018 9:00,24.7,7/18/2019 9:00,23.3,7/17/2020 9:00,25.9,7/18/2021 9:00,19.6,19.07.2022 21:00:00,20.536,7/18/2023 9:00,17.19905684,25.30492091
7/18/2017 10:00,24.225,7/18/2018 10:00,26.1,7/18/2019 10:00,24.9,7/17/2020 10:00,26.4,7/18/2021 10:00,21.1,19.07.2022 22:00:00,19.324,7/18/2023 10:00,16.78908616,24.89495023
7/18/2017 11:00,26.096,7/18/2018 11:00,26.9,7/18/2019 11:00,26.9,7/17/2020 11:00,27,7/18/2021 11:00,20.9,19.07.2022 23:00:00,18.356,7/18/2023 11:00,17.3713906,25.47725466
7/18/2017 12:00,27.274,7/18/2018 12:00,27.8,7/18/2019 12:00,27.3,7/17/2020 12:00,28.8,7/18/2021 12:00,21.8,20.07.2022 00:00:00,17.003,7/18/2023 12:00,17.42268312,25.52854719
7/18/2017 13:00,27.586,7/18/2018 13:00,28.8,7/18/2019 13:00,27.6,7/17/2020 13:00,28.3,7/18/2021 13:00,23.8,20.07.2022 01:00:00,17.281,7/18/2023 13:00,17.88659509,25.99245915
7/18/2017 14:00,26.199,7/18/2018 14:00,29.1,7/18/2019 14:00,28.2,7/17/2020 14:00,29.7,7/18/2021 14:00,23.5,20.07.2022 02:00:00,17.521,7/18/2023 14:00,19.46419677,27.57006083
7/18/2017 15:00,26.409,7/18/2018 15:00,27.4,7/18/2019 15:00,27.5,7/17/2020 15:00,28.4,7/18/2021 15:00,22.3,20.07.2022 03:00:00,15.478,7/18/2023 15:00,19.01749667,27.12336074
7/18/2017 16:00,26.999,7/18/2018 16:00,24.8,7/18/2019 16:00,27.2,7/17/2020 16:00,26.8,7/18/2021 16:00,20.3,20.07.2022 04:00:00,13.813,7/18/2023 16:00,17.71697852,25.82284258
7/18/2017 17:00,27.102,7/18/2018 17:00,25.2,7/18/2019 17:00,26.6,7/17/2020 17:00,23.4,7/18/2021 17:00,19.6,20.07.2022 05:00:00,14.751,7/18/2023 17:00,16.74149499,24.84735905
7/18/2017 18:00,26.028,7/18/2018 18:00,24.2,7/18/2019 18:00,25.8,7/17/2020 18:00,20.7,7/18/2021 18:00,19.1,20.07.2022 06:00:00,18.908,7/18/2023 18:00,16.37878083,24.4846449
7/18/2017 19:00,22.769,7/18/2018 19:00,23.4,7/18/2019 19:00,23.2,7/17/2020 19:00,19.7,7/18/2021 19:00,18.9,20.07.2022 07:00:00,21.923,7/18/2023 19:00,15.4404028,23.54626687
7/18/2017 20:00,19.061,7/18/2018 20:00,22.4,7/18/2019 20:00,21.5,7/17/2020 20:00,18,7/18/2021 20:00,18.9,20.07.2022 08:00:00,24.282,7/18/2023 20:00,15.73453316,23.84039723
7/18/2017 21:00,18.783,7/18/2018 21:00,20,7/18/2019 21:00,19.6,7/17/2020 21:00,17.7,7/18/2021 21:00,18.3,20.07.2022 09:00:00,25.871,7/18/2023 21:00,15.88847149,23.99433556
7/18/2017 22:00,16.671,7/18/2018 22:00,19.3,7/18/2019 22:00,18.9,7/17/2020 22:00,17,7/18/2021 22:00,17.9,20.07.2022 10:00:00,27.331,7/18/2023 22:00,14.83857413,22.9444382
7/18/2017 23:00,16.046,7/18/2018 23:00,19.9,7/18/2019 23:00,17.1,7/17/2020 23:00,17.4,7/18/2021 23:00,17.7,20.07.2022 12:00:00,29.789,7/18/2023 23:00,14.40824909,22.51411315
7/19/2017 0:00,15.387,7/19/2018 0:00,18,7/19/2019 0:00,16.4,7/18/2020 0:00,17,7/19/2021 0:00,18.1,20.07.2022 13:00:00,30.551,7/19/2023 0:00,14.29545063,22.40131469
7/19/2017 1:00,16.325,7/19/2018 1:00,17.9,7/19/2019 1:00,17.4,7/18/2020 1:00,17,7/19/2021 1:00,18,20.07.2022 14:00:00,30.273,7/19/2023 1:00,14.00588975,22.11175382
7/19/2017 2:00,14.522,7/19/2018 2:00,18.7,7/19/2019 2:00,15.7,7/18/2020 2:00,16.5,7/19/2021 2:00,17.8,20.07.2022 15:00:00,29.652,7/19/2023 2:00,14.03909933,22.1449634
7/19/2017 3:00,15.837,7/19/2018 3:00,17.7,7/19/2019 3:00,14.9,7/18/2020 3:00,16.5,7/19/2021 3:00,17.6,20.07.2022 16:00:00,29.477,7/19/2023 3:00,13.81530384,21.92116791
7/19/2017 4:00,13.546,7/19/2018 4:00,18.9,7/19/2019 4:00,14.8,7/18/2020 4:00,16.2,7/19/2021 4:00,17.7,20.07.2022 17:00:00,29.134,7/19/2023 4:00,13.55419089,21.66005495
7/19/2017 5:00,14.034,7/19/2018 5:00,18.5,7/19/2019 5:00,14.7,7/18/2020 5:00,15.9,7/19/2021 5:00,17.9,20.07.2022 18:00:00,28.162,7/19/2023 5:00,14.35552137,22.46138544
7/19/2017 6:00,15.597,7/19/2018 6:00,18.6,7/19/2019 6:00,16.4,7/18/2020 6:00,15.9,7/19/2021 6:00,18.2,20.07.2022 19:00:00,25.875,7/19/2023 6:00,14.89676357,23.00262764
7/19/2017 7:00,20.067,7/19/2018 7:00,19,7/19/2019 7:00,19.7,7/18/2020 7:00,16.2,7/19/2021 7:00,19.8,20.07.2022 20:00:00,22.792,7/19/2023 7:00,14.94368147,23.04954554
7/19/2017 8:00,22.666,7/19/2018 8:00,19.1,7/19/2019 8:00,22.2,7/18/2020 8:00,16.9,7/19/2021 8:00,20.2,20.07.2022 21:00:00,20.745,7/19/2023 8:00,16.37558883,24.4814529
7/19/2017 9:00,24.538,7/19/2018 9:00,19,7/19/2019 9:00,24.4,7/18/2020 9:00,18,7/19/2021 9:00,19.6,20.07.2022 22:00:00,19.534,7/19/2023 9:00,16.93025168,25.03611575
7/19/2017 10:00,26.374,7/19/2018 10:00,17.8,7/19/2019 10:00,25.2,7/18/2020 10:00,19.5,7/19/2021 10:00,19,20.07.2022 23:00:00,17.521,7/19/2023 10:00,16.28214872,24.38801279
7/19/2017 11:00,28.318,7/19/2018 11:00,18.7,7/19/2019 11:00,26.7,7/18/2020 11:00,18.9,7/19/2021 11:00,19.3,21.07.2022 00:00:00,18.146,7/19/2023 11:00,15.35558166,23.46144572
7/19/2017 12:00,29.08,7/19/2018 12:00,19.4,7/19/2019 12:00,28.3,7/18/2020 12:00,20.1,7/19/2021 12:00,20.7,21.07.2022 01:00:00,16.412,7/19/2023 12:00,15.80354084,23.9094049
7/19/2017 13:00,29.461,7/19/2018 13:00,19.6,7/19/2019 13:00,30,7/18/2020 13:00,21.5,7/19/2021 13:00,23.9,21.07.2022 02:00:00,15.581,7/19/2023 13:00,16.73761526,24.84347932
7/19/2017 14:00,31.127,7/19/2018 14:00,20.1,7/19/2019 14:00,29.7,7/18/2020 14:00,21.5,7/19/2021 14:00,24.5,21.07.2022 03:00:00,14.96,7/19/2023 14:00,19.40658141,27.51244547
7/19/2017 15:00,30.849,7/19/2018 15:00,20.5,7/19/2019 15:00,28.8,7/18/2020 15:00,21.4,7/19/2021 15:00,24.2,21.07.2022 04:00:00,14.335,7/19/2023 15:00,19.75300578,27.85886985
7/19/2017 16:00,31.234,7/19/2018 16:00,21.5,7/19/2019 16:00,27.3,7/18/2020 16:00,21,7/19/2021 16:00,22.2,21.07.2022 05:00:00,14.716,7/19/2023 16:00,19.19695078,27.30281485
7/19/2017 17:00,31.096,7/19/2018 17:00,23,7/19/2019 17:00,25.1,7/18/2020 17:00,18.7,7/19/2021 17:00,20.9,21.07.2022 06:00:00,17.521,7/19/2023 17:00,18.27000682,26.37587088
7/19/2017 18:00,30.224,7/19/2018 18:00,21.8,7/19/2019 18:00,24.6,7/18/2020 18:00,17.8,7/19/2021 18:00,20.7,21.07.2022 07:00:00,22.582,7/19/2023 18:00,17.44967441,25.55553848
7/19/2017 19:00,25.441,7/19/2018 19:00,20.7,7/19/2019 19:00,22.8,7/18/2020 19:00,17.4,7/19/2021 19:00,20,21.07.2022 08:00:00,24.972,7/19/2023 19:00,16.87607207,24.98193614
7/19/2017 20:00,22.803,7/19/2018 20:00,20.2,7/19/2019 20:00,21.3,7/18/2020 20:00,16.6,7/19/2021 20:00,19,21.07.2022 09:00:00,27.4,7/19/2023 20:00,16.42569425,24.53155832
7/19/2017 21:00,23.634,7/19/2018 21:00,19.4,7/19/2019 21:00,20.5,7/18/2020 21:00,16.3,7/19/2021 21:00,19.2,21.07.2022 10:00:00,29.34,7/19/2023 21:00,15.7508336,23.85669767
7/19/2017 22:00,20.448,7/19/2018 22:00,19.2,7/19/2019 22:00,19.4,7/18/2020 22:00,16.6,7/19/2021 22:00,18.7,21.07.2022 11:00:00,30.243,7/19/2023 22:00,15.869517,23.97538106
7/19/2017 23:00,18.333,7/19/2018 23:00,19.2,7/19/2019 23:00,19.1,7/18/2020 23:00,16.6,7/19/2021 23:00,17.8,21.07.2022 12:00:00,32.186,7/19/2023 23:00,14.93098661,23.03685068
7/20/2017 0:00,17.918,7/20/2018 0:00,18.7,7/20/2019 0:00,19.1,7/19/2020 0:00,15.6,7/20/2021 0:00,17.7,21.07.2022 13:00:00,33.292,7/20/2023 0:00,14.20201883,22.3078829
7/20/2017 1:00,18.367,7/20/2018 1:00,18.7,7/20/2019 1:00,16.6,7/19/2020 1:00,14.8,7/20/2021 1:00,17.6,21.07.2022 14:00:00,33.57,7/20/2023 1:00,13.36643226,21.47229633
