2017,,2018,,2019,,2020,,2021,,2022,,SARIMA,lower T_mu_actual,upper T_mu_actual
2/2/2017 16:00,8.805,2/2/2018 16:00,11.5,2/2/2019 16:00,30,2/2/2020 16:00,15.3,2/2/2021 16:00,9.8,02.02.2022 23:00:00,4.213,2/2/2023 16:00,5.125294792,13.23115886
2/2/2017 17:00,8.355,2/2/2018 17:00,10.7,2/2/2019 17:00,30,2/2/2020 17:00,13.7,2/2/2021 17:00,9,03.02.2022 00:00:00,2.787,2/2/2023 17:00,4.775745214,12.88160928
2/2/2017 18:00,7.795,2/2/2018 18:00,9.7,2/2/2019 18:00,30,2/2/2020 18:00,12.7,2/2/2021 18:00,7.9,03.02.2022 01:00:00,3.763,2/2/2023 18:00,4.343160296,12.44902436
2/2/2017 19:00,7.067,2/2/2018 19:00,9.4,2/2/2019 19:00,30,2/2/2020 19:00,12.4,2/2/2021 19:00,7.3,03.02.2022 02:00:00,1.122,2/2/2023 19:00,3.570232575,11.67609664
2/2/2017 20:00,7.761,2/2/2018 20:00,8.7,2/2/2019 20:00,30,2/2/2020 20:00,11,2/2/2021 20:00,6.5,03.02.2022 03:00:00,-0.3,2/2/2023 20:00,2.972742134,11.0786062
2/2/2017 21:00,8.39,2/2/2018 21:00,9.7,2/2/2019 21:00,30,2/2/2020 21:00,10.6,2/2/2021 21:00,5,03.02.2022 04:00:00,0.638,2/2/2023 21:00,3.189522583,11.29538665
2/2/2017 22:00,7.902,2/2/2018 22:00,9.5,2/2/2019 22:00,30,2/2/2020 22:00,10.1,2/2/2021 22:00,5,03.02.2022 05:00:00,3.207,2/2/2023 22:00,1.479516502,9.585380569
2/2/2017 23:00,7.932,2/2/2018 23:00,7.9,2/2/2019 23:00,30,2/2/2020 23:00,9.9,2/2/2021 23:00,4.8,03.02.2022 06:00:00,3.451,2/2/2023 23:00,1.438404888,9.544268956
2/3/2017 0:00,7.799,2/3/2018 0:00,9.9,2/3/2019 0:00,30,2/3/2020 0:00,11.4,2/3/2021 0:00,3.5,03.02.2022 07:00:00,3.138,2/3/2023 0:00,1.277668647,9.383532714
2/3/2017 1:00,7.452,2/3/2018 1:00,9.7,2/3/2019 1:00,30,2/3/2020 1:00,12,2/3/2021 1:00,3.2,03.02.2022 08:00:00,3.138,2/3/2023 1:00,0.011895158,8.117759225
2/3/2017 2:00,8.146,2/3/2018 2:00,11.3,2/3/2019 2:00,30,2/3/2020 2:00,11.7,2/3/2021 2:00,2.5,03.02.2022 09:00:00,3.069,2/3/2023 2:00,-0.760514509,7.345349558
2/3/2017 3:00,8.695,2/3/2018 3:00,11.3,2/3/2019 3:00,30,2/3/2020 3:00,11.6,2/3/2021 3:00,2.2,03.02.2022 10:00:00,4.11,2/3/2023 3:00,-1.17698731,6.928876757
2/3/2017 4:00,7.868,2/3/2018 4:00,10.9,2/3/2019 4:00,30,2/3/2020 4:00,10.3,2/3/2021 4:00,2.1,03.02.2022 11:00:00,4.975,2/3/2023 4:00,-2.11675324,5.989110827
2/3/2017 5:00,9.533,2/3/2018 5:00,11.4,2/3/2019 5:00,30,2/3/2020 5:00,11.4,2/3/2021 5:00,2,03.02.2022 12:00:00,5.463,2/3/2023 5:00,-2.137177661,5.968686406
2/3/2017 6:00,8.249,2/3/2018 6:00,11.2,2/3/2019 6:00,30,2/3/2020 6:00,9.9,2/3/2021 6:00,2.2,03.02.2022 13:00:00,5.116,2/3/2023 6:00,-1.878341989,6.227522078
2/3/2017 7:00,7.555,2/3/2018 7:00,10.4,2/3/2019 7:00,30,2/3/2020 7:00,10,2/3/2021 7:00,2.2,03.02.2022 14:00:00,5.078,2/3/2023 7:00,-1.632275621,6.473588446
2/3/2017 8:00,7.833,2/3/2018 8:00,11.3,2/3/2019 8:00,30,2/3/2020 8:00,12.2,2/3/2021 8:00,2.2,03.02.2022 15:00:00,5.429,2/3/2023 8:00,-1.555448168,6.550415899
2/3/2017 9:00,10.017,2/3/2018 9:00,11.8,2/3/2019 9:00,30,2/3/2020 9:00,14,2/3/2021 9:00,2.5,03.02.2022 16:00:00,4.628,2/3/2023 9:00,-0.516584182,7.589279885
2/3/2017 10:00,10.608,2/3/2018 10:00,11.7,2/3/2019 10:00,30,2/3/2020 10:00,15.8,2/3/2021 10:00,3.2,03.02.2022 17:00:00,2.757,2/3/2023 10:00,-0.565878843,7.539985224
2/3/2017 11:00,11.473,2/3/2018 11:00,14.8,2/3/2019 11:00,30,2/3/2020 11:00,16.5,2/3/2021 11:00,4.7,03.02.2022 18:00:00,2.517,2/3/2023 11:00,-0.04111388,8.064750187
2/3/2017 12:00,10.406,2/3/2018 12:00,14.5,2/3/2019 12:00,30,2/3/2020 12:00,16.7,2/3/2021 12:00,6,03.02.2022 19:00:00,2.475,2/3/2023 12:00,1.546941573,9.65280564
2/3/2017 13:00,10.12,2/3/2018 13:00,13,2/3/2019 13:00,30,2/3/2020 13:00,16.4,2/3/2021 13:00,7.9,03.02.2022 20:00:00,2.582,2/3/2023 13:00,2.428162959,10.53402703
2/3/2017 14:00,9.952,2/3/2018 14:00,14.3,2/3/2019 14:00,30,2/3/2020 14:00,16,2/3/2021 14:00,11.1,03.02.2022 21:00:00,2.372,2/3/2023 14:00,3.975134257,12.08099832
2/3/2017 15:00,9.842,2/3/2018 15:00,12.6,2/3/2019 15:00,30,2/3/2020 15:00,15.4,2/3/2021 15:00,12.1,03.02.2022 22:00:00,2.098,2/3/2023 15:00,6.586531077,14.69239514
2/3/2017 16:00,9.358,2/3/2018 16:00,11.1,2/3/2019 16:00,30,2/3/2020 16:00,14.5,2/3/2021 16:00,13.4,03.02.2022 23:00:00,2.029,2/3/2023 16:00,6.976558298,15.08242237
2/3/2017 17:00,8.451,2/3/2018 17:00,11.7,2/3/2019 17:00,30,2/3/2020 17:00,13.8,2/3/2021 17:00,12.6,04.02.2022 00:00:00,-1.096,2/3/2023 17:00,8.132142557,16.23800662
2/3/2017 18:00,7.414,2/3/2018 18:00,10.2,2/3/2019 18:00,30,2/3/2020 18:00,13.5,2/3/2021 18:00,12.1,04.02.2022 01:00:00,-2.868,2/3/2023 18:00,7.644339301,15.75020337
2/3/2017 19:00,8.317,2/3/2018 19:00,9.6,2/3/2019 19:00,30,2/3/2020 19:00,13.2,2/3/2021 19:00,10.8,04.02.2022 02:00:00,-2.102,2/3/2023 19:00,7.370490819,15.47635489
2/3/2017 20:00,8.771,2/3/2018 20:00,9.2,2/3/2019 20:00,30,2/3/2020 20:00,12.7,2/3/2021 20:00,10.7,04.02.2022 03:00:00,-3.318,2/3/2023 20:00,6.226908294,14.33277236
2/3/2017 21:00,9.426,2/3/2018 21:00,8.4,2/3/2019 21:00,30,2/3/2020 21:00,11.9,2/3/2021 21:00,9.6,04.02.2022 04:00:00,-1.34,2/3/2023 21:00,6.97360295,15.07946702
2/3/2017 22:00,7.555,2/3/2018 22:00,8.6,2/3/2019 22:00,30,2/3/2020 22:00,11.2,2/3/2021 22:00,11.4,04.02.2022 05:00:00,-4.153,2/3/2023 22:00,5.847605374,13.95346944
2/3/2017 23:00,8.352,2/3/2018 23:00,7.4,2/3/2019 23:00,30,2/3/2020 23:00,11.8,2/3/2021 23:00,11.1,04.02.2022 06:00:00,-4.358,2/3/2023 23:00,7.206421057,15.31228512
2/4/2017 0:00,8.737,2/4/2018 0:00,7,2/4/2019 0:00,30,2/4/2020 0:00,10.6,2/4/2021 0:00,11.1,04.02.2022 07:00:00,-4.461,2/4/2023 0:00,6.964014781,15.06987885
2/4/2017 1:00,7.037,2/4/2018 1:00,6.7,2/4/2019 1:00,30,2/4/2020 1:00,9.5,2/4/2021 1:00,10.7,04.02.2022 08:00:00,-0.707,2/4/2023 1:00,6.719299339,14.82516341
2/4/2017 2:00,9.08,2/4/2018 2:00,6.4,2/4/2019 2:00,30,2/4/2020 2:00,7.7,2/4/2021 2:00,10.7,04.02.2022 09:00:00,2.86,2/4/2023 2:00,5.855804079,13.96166815
2/4/2017 3:00,8.043,2/4/2018 3:00,6,2/4/2019 3:00,30,2/4/2020 3:00,8.5,2/4/2021 3:00,10.6,04.02.2022 10:00:00,4.072,2/4/2023 3:00,5.941671823,14.04753589
2/4/2017 4:00,10.295,2/4/2018 4:00,6,2/4/2019 4:00,30,2/4/2020 4:00,9.8,2/4/2021 4:00,10.1,04.02.2022 11:00:00,4.804,2/4/2023 4:00,5.306346269,13.41221034
2/4/2017 5:00,8.283,2/4/2018 5:00,5.7,2/4/2019 5:00,30,2/4/2020 5:00,8.9,2/4/2021 5:00,10.2,04.02.2022 12:00:00,6.431,2/4/2023 5:00,5.149626669,13.25549074
2/4/2017 6:00,10.608,2/4/2018 6:00,5.5,2/4/2019 6:00,30,2/4/2020 6:00,9.7,2/4/2021 6:00,9.2,04.02.2022 13:00:00,7.891,2/4/2023 6:00,5.49070073,13.5965648
2/4/2017 7:00,8.942,2/4/2018 7:00,4.9,2/4/2019 7:00,30,2/4/2020 7:00,9.9,2/4/2021 7:00,9.6,04.02.2022 14:00:00,9.064,2/4/2023 7:00,4.86247111,12.96833518
2/4/2017 8:00,10.368,2/4/2018 8:00,5.3,2/4/2019 8:00,30,2/4/2020 8:00,11.8,2/4/2021 8:00,11.5,04.02.2022 15:00:00,8.512,2/4/2023 8:00,5.084632778,13.19049685
2/4/2017 9:00,9.91,2/4/2018 9:00,6.2,2/4/2019 9:00,30,2/4/2020 9:00,14.2,2/4/2021 9:00,13.6,04.02.2022 16:00:00,6.919,2/4/2023 9:00,7.862913039,15.96877711
2/4/2017 10:00,10.89,2/4/2018 10:00,6.2,2/4/2019 10:00,30,2/4/2020 10:00,15.3,2/4/2021 10:00,14.6,04.02.2022 17:00:00,3.938,2/4/2023 10:00,9.271692563,17.37755663
2/4/2017 11:00,9.773,2/4/2018 11:00,6.9,2/4/2019 11:00,30,2/4/2020 11:00,14,2/4/2021 11:00,14.5,04.02.2022 18:00:00,1.434,2/4/2023 11:00,10.39675126,18.50261533
2/4/2017 12:00,9.186,2/4/2018 12:00,7.7,2/4/2019 12:00,30,2/4/2020 12:00,14.1,2/4/2021 12:00,14.3,04.02.2022 19:00:00,1.438,2/4/2023 12:00,10.28380703,18.3896711
2/4/2017 13:00,8.771,2/4/2018 13:00,9.2,2/4/2019 13:00,30,2/4/2020 13:00,16.6,2/4/2021 13:00,15.1,04.02.2022 20:00:00,0.638,2/4/2023 13:00,10.06610461,18.17196867
2/4/2017 14:00,9.537,2/4/2018 14:00,10.5,2/4/2019 14:00,30,2/4/2020 14:00,15.6,2/4/2021 14:00,14.6,04.02.2022 21:00:00,-0.124,2/4/2023 14:00,10.52251526,18.62837932
2/4/2017 15:00,9.914,2/4/2018 15:00,9.7,2/4/2019 15:00,30,2/4/2020 15:00,14.7,2/4/2021 15:00,14.5,04.02.2022 22:00:00,-1.58,2/4/2023 15:00,9.817481542,17.92334561
2/4/2017 16:00,10.112,2/4/2018 16:00,8.9,2/4/2019 16:00,30,2/4/2020 16:00,14.2,2/4/2021 16:00,14.2,04.02.2022 23:00:00,-1.79,2/4/2023 16:00,9.336656349,17.44252042
2/4/2017 17:00,8.63,2/4/2018 17:00,7.1,2/4/2019 17:00,30,2/4/2020 17:00,12.7,2/4/2021 17:00,12,05.02.2022 00:00:00,-2.034,2/4/2023 17:00,8.899407298,17.00527137
2/4/2017 18:00,9.087,2/4/2018 18:00,7.2,2/4/2019 18:00,30,2/4/2020 18:00,12.2,2/4/2021 18:00,11.6,05.02.2022 01:00:00,-1.409,2/4/2023 18:00,7.366284749,15.47214882
2/4/2017 19:00,8.695,2/4/2018 19:00,5.9,2/4/2019 19:00,30,2/4/2020 19:00,10.9,2/4/2021 19:00,11.2,05.02.2022 02:00:00,-1.443,2/4/2023 19:00,6.904746867,15.01061093
2/4/2017 20:00,9.011,2/4/2018 20:00,6.5,2/4/2019 20:00,30,2/4/2020 20:00,3.6,2/4/2021 20:00,9,05.02.2022 03:00:00,-1.481,2/4/2023 20:00,6.346334875,14.45219894
2/4/2017 21:00,9.251,2/4/2018 21:00,6.3,2/4/2019 21:00,30,2/4/2020 21:00,3.1,2/4/2021 21:00,8.5,05.02.2022 04:00:00,0.813,2/4/2023 21:00,5.117694307,13.22355837
2/4/2017 22:00,9.152,2/4/2018 22:00,4,2/4/2019 22:00,30,2/4/2020 22:00,3.1,2/4/2021 22:00,7.8,05.02.2022 05:00:00,-0.09,2/4/2023 22:00,4.831989586,12.93785365
2/4/2017 23:00,9.015,2/4/2018 23:00,3.9,2/4/2019 23:00,30,2/4/2020 23:00,2.8,2/4/2021 23:00,6.2,05.02.2022 06:00:00,0.325,2/4/2023 23:00,4.202819384,12.30868345
2/5/2017 0:00,8.249,2/5/2018 0:00,3.4,2/5/2019 0:00,30,2/5/2020 0:00,1,2/5/2021 0:00,6.1,05.02.2022 07:00:00,-0.197,2/5/2023 0:00,2.780115141,10.88597921
2/5/2017 1:00,8.733,2/5/2018 1:00,2.8,2/5/2019 1:00,30,2/5/2020 1:00,1.5,2/5/2021 1:00,4.1,05.02.2022 08:00:00,0.013,2/5/2023 1:00,2.403115892,10.50897996
2/5/2017 2:00,8.394,2/5/2018 2:00,2.6,2/5/2019 2:00,30,2/5/2020 2:00,2.5,2/5/2021 2:00,3,05.02.2022 09:00:00,1.332,2/5/2023 2:00,0.571014912,8.676878979
2/5/2017 3:00,8.108,2/5/2018 3:00,2.6,2/5/2019 3:00,30,2/5/2020 3:00,2.4,2/5/2021 3:00,4.1,05.02.2022 10:00:00,3.104,2/5/2023 3:00,-0.770956293,7.334907774
2/5/2017 4:00,8.561,2/5/2018 4:00,3,2/5/2019 4:00,30,2/5/2020 4:00,2.9,2/5/2021 4:00,3.2,05.02.2022 11:00:00,3.694,2/5/2023 4:00,-0.208388077,7.89747599
2/5/2017 5:00,9.217,2/5/2018 5:00,2.8,2/5/2019 5:00,30,2/5/2020 5:00,2.7,2/5/2021 5:00,2.3,05.02.2022 12:00:00,5.634,2/5/2023 5:00,-0.780517179,7.325346888
2/5/2017 6:00,9.045,2/5/2018 6:00,2.3,2/5/2019 6:00,30,2/5/2020 6:00,2.8,2/5/2021 6:00,2.6,05.02.2022 13:00:00,6.812,2/5/2023 6:00,-1.622991413,6.482872654
2/5/2017 7:00,8.733,2/5/2018 7:00,2.5,2/5/2019 7:00,30,2/5/2020 7:00,3,2/5/2021 7:00,2.1,05.02.2022 14:00:00,7.159,2/5/2023 7:00,-1.209208007,6.89665606
2/5/2017 8:00,10.326,2/5/2018 8:00,3,2/5/2019 8:00,30,2/5/2020 8:00,3.1,2/5/2021 8:00,6,05.02.2022 15:00:00,6.431,2/5/2023 8:00,-1.277012016,6.828852051
2/5/2017 9:00,12.414,2/5/2018 9:00,3.6,2/5/2019 9:00,30,2/5/2020 9:00,3.5,2/5/2021 9:00,7.9,05.02.2022 16:00:00,6.431,2/5/2023 9:00,2.846950473,10.95281454
2/5/2017 10:00,14.145,2/5/2018 10:00,4.2,2/5/2019 10:00,30,2/5/2020 10:00,3.6,2/5/2021 10:00,9.7,05.02.2022 17:00:00,5.772,2/5/2023 10:00,4.613237557,12.71910162
2/5/2017 11:00,15.189,2/5/2018 11:00,5.5,2/5/2019 11:00,30,2/5/2020 11:00,3.9,2/5/2021 11:00,12.2,05.02.2022 18:00:00,4.072,2/5/2023 11:00,6.234976593,14.34084066
2/5/2017 12:00,14.697,2/5/2018 12:00,6,2/5/2019 12:00,30,2/5/2020 12:00,3.9,2/5/2021 12:00,14,05.02.2022 19:00:00,4.144,2/5/2023 12:00,8.305732243,16.41159631
2/5/2017 13:00,15.783,2/5/2018 13:00,8.3,2/5/2019 13:00,30,2/5/2020 13:00,3.8,2/5/2021 13:00,14.8,05.02.2022 20:00:00,5.044,2/5/2023 13:00,10.17505317,18.28091723
2/5/2017 14:00,15.463,2/5/2018 14:00,6.4,2/5/2019 14:00,30,2/5/2020 14:00,3.5,2/5/2021 14:00,14.2,05.02.2022 21:00:00,4.384,2/5/2023 14:00,10.55824223,18.6641063
2/5/2017 15:00,14.876,2/5/2018 15:00,7,2/5/2019 15:00,30,2/5/2020 15:00,3.4,2/5/2021 15:00,15,05.02.2022 22:00:00,4.281,2/5/2023 15:00,9.407647165,17.51351123
2/5/2017 16:00,13.52,2/5/2018 16:00,6.2,2/5/2019 16:00,30,2/5/2020 16:00,2.8,2/5/2021 16:00,15.1,05.02.2022 23:00:00,3.832,2/5/2023 16:00,9.997585718,18.10344979
2/5/2017 17:00,12.658,2/5/2018 17:00,5.4,2/5/2019 17:00,30,2/5/2020 17:00,2.8,2/5/2021 17:00,13.2,06.02.2022 00:00:00,4.144,2/5/2023 17:00,10.00231128,18.10817535
2/5/2017 18:00,11.473,2/5/2018 18:00,4.7,2/5/2019 18:00,30,2/5/2020 18:00,3,2/5/2021 18:00,10.9,06.02.2022 01:00:00,3.656,2/5/2023 18:00,8.374186434,16.4800505
2/5/2017 19:00,10.505,2/5/2018 19:00,4.1,2/5/2019 19:00,30,2/5/2020 19:00,3,2/5/2021 19:00,9.9,06.02.2022 02:00:00,3.588,2/5/2023 19:00,6.55007048,14.65593455
2/5/2017 20:00,9.32,2/5/2018 20:00,30,2/5/2019 20:00,30,2/5/2020 20:00,3,2/5/2021 20:00,10.3,06.02.2022 03:00:00,3.207,2/5/2023 20:00,4.961560877,13.06742494
2/5/2017 21:00,10.608,2/5/2018 21:00,1.3,2/5/2019 21:00,30,2/5/2020 21:00,2.6,2/5/2021 21:00,7.7,06.02.2022 04:00:00,3.485,2/5/2023 21:00,6.447144701,14.55300877
2/5/2017 22:00,11.824,2/5/2018 22:00,0.3,2/5/2019 22:00,30,2/5/2020 22:00,1.6,2/5/2021 22:00,7.7,06.02.2022 05:00:00,3.622,2/5/2023 22:00,4.05713069,12.16299476
2/5/2017 23:00,13.207,2/5/2018 23:00,0,2/5/2019 23:00,30,2/5/2020 23:00,0.7,2/5/2021 23:00,5.4,06.02.2022 06:00:00,1.957,2/5/2023 23:00,3.714605671,11.82046974
2/6/2017 0:00,11.713,2/6/2018 0:00,-0.4,2/6/2019 0:00,30,2/6/2020 0:00,0.2,2/6/2021 0:00,5.8,06.02.2022 07:00:00,1.819,2/6/2023 0:00,1.74042743,9.846291497
2/6/2017 1:00,11.995,2/6/2018 1:00,-0.6,2/6/2019 1:00,30,2/6/2020 1:00,-0.7,2/6/2021 1:00,6,06.02.2022 08:00:00,6.263,2/6/2023 1:00,2.105316461,10.21118053
2/6/2017 2:00,11.648,2/6/2018 2:00,-2.2,2/6/2019 2:00,30,2/6/2020 2:00,-0.5,2/6/2021 2:00,5.7,06.02.2022 09:00:00,6.259,2/6/2023 2:00,2.292799617,10.39866368
2/6/2017 3:00,11.309,2/6/2018 3:00,-2,2/6/2019 3:00,30,2/6/2020 3:00,-0.9,2/6/2021 3:00,6.4,06.02.2022 10:00:00,7.334,2/6/2023 3:00,1.581662621,9.687526689
2/6/2017 4:00,10.958,2/6/2018 4:00,-2.3,2/6/2019 4:00,30,2/6/2020 4:00,-1,2/6/2021 4:00,8.6,06.02.2022 11:00:00,7.266,2/6/2023 4:00,1.824757776,9.930621843
2/6/2017 5:00,10.474,2/6/2018 5:00,-2.5,2/6/2019 5:00,30,2/6/2020 5:00,-1.4,2/6/2021 5:00,8,06.02.2022 12:00:00,8.824,2/6/2023 5:00,4.053372807,12.15923687
2/6/2017 6:00,11.538,2/6/2018 6:00,-3.1,2/6/2019 6:00,30,2/6/2020 6:00,-1.6,2/6/2021 6:00,6.5,06.02.2022 17:00:00,6.606,2/6/2023 6:00,3.904781359,12.01064543
2/6/2017 7:00,9.88,2/6/2018 7:00,-3.5,2/6/2019 7:00,30,2/6/2020 7:00,-1.7,2/6/2021 7:00,6.9,06.02.2022 18:00:00,4.594,2/6/2023 7:00,2.473797533,10.5796616
2/6/2017 8:00,10.924,2/6/2018 8:00,-2.3,2/6/2019 8:00,30,2/6/2020 8:00,-1.6,2/6/2021 8:00,8,06.02.2022 19:00:00,4.281,2/6/2023 8:00,2.759851519,10.86571559
2/6/2017 9:00,13.664,2/6/2018 9:00,-0.5,2/6/2019 9:00,30,2/6/2020 9:00,-1.2,2/6/2021 9:00,14.3,06.02.2022 20:00:00,7.407,2/6/2023 9:00,5.047697238,13.1535613
2/6/2017 10:00,15.219,2/6/2018 10:00,3.1,2/6/2019 10:00,30,2/6/2020 10:00,-0.7,2/6/2021 10:00,16.6,06.02.2022 21:00:00,5.394,2/6/2023 10:00,10.3896906,18.49555466
2/6/2017 11:00,15.814,2/6/2018 11:00,6,2/6/2019 11:00,30,2/6/2020 11:00,0.3,2/6/2021 11:00,18,06.02.2022 22:00:00,7.163,2/6/2023 11:00,12.70419982,20.81006389
2/6/2017 12:00,16.267,2/6/2018 12:00,4.7,2/6/2019 12:00,30,2/6/2020 12:00,1.2,2/6/2021 12:00,19.4,06.02.2022 23:00:00,8.859,2/6/2023 12:00,13.60958077,21.71544483
2/6/2017 13:00,18.76,2/6/2018 13:00,7.2,2/6/2019 13:00,30,2/6/2020 13:00,0.5,2/6/2021 13:00,19.8,07.02.2022 00:00:00,9.137,2/6/2023 13:00,14.77492248,22.88078654
2/6/2017 14:00,16.774,2/6/2018 14:00,6.2,2/6/2019 14:00,30,2/6/2020 14:00,1.3,2/6/2021 14:00,20,07.02.2022 01:00:00,9,2/6/2023 14:00,14.99643796,23.10230202
2/6/2017 15:00,14.526,2/6/2018 15:00,6.4,2/6/2019 15:00,30,2/6/2020 15:00,1.4,2/6/2021 15:00,19.2,07.02.2022 02:00:00,8.927,2/6/2023 15:00,14.85483862,22.96070268
2/6/2017 16:00,12.864,2/6/2018 16:00,6.5,2/6/2019 16:00,30,2/6/2020 16:00,1.3,2/6/2021 16:00,17.3,07.02.2022 03:00:00,7.681,2/6/2023 16:00,13.37847639,21.48434046
2/6/2017 17:00,10.612,2/6/2018 17:00,4.4,2/6/2019 17:00,30,2/6/2020 17:00,-0.2,2/6/2021 17:00,15.3,07.02.2022 04:00:00,9.102,2/6/2023 17:00,11.94471728,20.05058135
2/6/2017 18:00,7.597,2/6/2018 18:00,2.8,2/6/2019 18:00,30,2/6/2020 18:00,-1.3,2/6/2021 18:00,13.9,07.02.2022 05:00:00,8.79,2/6/2023 18:00,10.57530388,18.68116795
2/6/2017 19:00,6.721,2/6/2018 19:00,2.1,2/6/2019 19:00,30,2/6/2020 19:00,-0.7,2/6/2021 19:00,11.7,07.02.2022 06:00:00,8.996,2/6/2023 19:00,9.153328805,17.25919287
2/6/2017 20:00,6.515,2/6/2018 20:00,0.9,2/6/2019 20:00,30,2/6/2020 20:00,-1.1,2/6/2021 20:00,12.8,07.02.2022 07:00:00,8.965,2/6/2023 20:00,7.198580578,15.30444464
2/6/2017 21:00,4.952,2/6/2018 21:00,0.5,2/6/2019 21:00,30,2/6/2020 21:00,-0.9,2/6/2021 21:00,11.5,07.02.2022 08:00:00,9.346,2/6/2023 21:00,8.03341115,16.13927522
2/6/2017 22:00,4.312,2/6/2018 22:00,1.6,2/6/2019 22:00,30,2/6/2020 22:00,-0.4,2/6/2021 22:00,11.4,07.02.2022 09:00:00,8.79,2/6/2023 22:00,7.470866898,15.57673097
2/6/2017 23:00,3.493,2/6/2018 23:00,1.5,2/6/2019 23:00,30,2/6/2020 23:00,-0.3,2/6/2021 23:00,11,07.02.2022 10:00:00,9.8,2/6/2023 23:00,7.277570735,15.3834348
2/7/2017 0:00,2.425,2/7/2018 0:00,-0.1,2/7/2019 0:00,30,2/7/2020 0:00,0.6,2/7/2021 0:00,10.7,07.02.2022 11:00:00,11.183,2/7/2023 0:00,6.983596609,15.08946068
2/7/2017 1:00,3.714,2/7/2018 1:00,0.3,2/7/2019 1:00,30,2/7/2020 1:00,1.4,2/7/2021 1:00,12,07.02.2022 12:00:00,9.171,2/7/2023 1:00,6.707194219,14.81305829
2/7/2017 2:00,2.978,2/7/2018 2:00,0,2/7/2019 2:00,30,2/7/2020 2:00,-2,2/7/2021 2:00,10.6,07.02.2022 13:00:00,9.594,2/7/2023 2:00,7.678919141,15.78478321
2/7/2017 3:00,3.813,2/7/2018 3:00,-0.6,2/7/2019 3:00,30,2/7/2020 3:00,-2,2/7/2021 3:00,13.6,07.02.2022 14:00:00,9.003,2/7/2023 3:00,6.419035879,14.52489995
2/7/2017 4:00,3.291,2/7/2018 4:00,-0.8,2/7/2019 4:00,30,2/7/2020 4:00,-2.2,2/7/2021 4:00,14.6,07.02.2022 15:00:00,8.134,2/7/2023 4:00,8.895332267,17.00119633
2/7/2017 5:00,3.047,2/7/2018 5:00,-0.5,2/7/2019 5:00,30,2/7/2020 5:00,-1.7,2/7/2021 5:00,11.4,07.02.2022 16:00:00,7.75,2/7/2023 5:00,9.655557436,17.7614215
2/7/2017 6:00,2.837,2/7/2018 6:00,-0.2,2/7/2019 6:00,30,2/7/2020 6:00,-2,2/7/2021 6:00,10,07.02.2022 18:00:00,1.126,2/7/2023 6:00,6.932943735,15.0388078
2/7/2017 7:00,3.359,2/7/2018 7:00,-1.2,2/7/2019 7:00,30,2/7/2020 7:00,-2.4,2/7/2021 7:00,8.1,07.02.2022 19:00:00,2.517,2/7/2023 7:00,5.99062539,14.09648946
2/7/2017 8:00,3.462,2/7/2018 8:00,0.1,2/7/2019 8:00,30,2/7/2020 8:00,-2.1,2/7/2021 8:00,9.9,07.02.2022 21:00:00,1.888,2/7/2023 8:00,3.921992206,12.02785627
2/7/2017 9:00,4.087,2/7/2018 9:00,1.2,2/7/2019 9:00,30,2/7/2020 9:00,-1.2,2/7/2021 9:00,11.4,07.02.2022 22:00:00,2.723,2/7/2023 9:00,6.759995532,14.8658596
2/7/2017 10:00,4.156,2/7/2018 10:00,3,2/7/2019 10:00,30,2/7/2020 10:00,0.8,2/7/2021 10:00,13.9,07.02.2022 23:00:00,2.132,2/7/2023 10:00,7.915161538,16.02102561
2/7/2017 11:00,5.23,2/7/2018 11:00,5.7,2/7/2019 11:00,30,2/7/2020 11:00,2.3,2/7/2021 11:00,15.9,08.02.2022 00:00:00,2.513,2/7/2023 11:00,10.01526772,18.12113178
2/7/2017 12:00,6.934,2/7/2018 12:00,7.5,2/7/2019 12:00,30,2/7/2020 12:00,4.5,2/7/2021 12:00,17.2,08.02.2022 01:00:00,2.303,2/7/2023 12:00,11.92233109,20.02819515
2/7/2017 13:00,10.124,2/7/2018 13:00,8.6,2/7/2019 13:00,30,2/7/2020 13:00,5,2/7/2021 13:00,17.4,08.02.2022 02:00:00,1.785,2/7/2023 13:00,12.6847573,20.79062137
2/7/2017 14:00,11.195,2/7/2018 14:00,9.2,2/7/2019 14:00,30,2/7/2020 14:00,5.5,2/7/2021 14:00,19.6,08.02.2022 03:00:00,1.678,2/7/2023 14:00,13.06445157,21.17031564
2/7/2017 15:00,10.337,2/7/2018 15:00,8.5,2/7/2019 15:00,30,2/7/2020 15:00,6,2/7/2021 15:00,19.3,08.02.2022 04:00:00,1.4,2/7/2023 15:00,14.19695903,22.3028231
2/7/2017 16:00,8.039,2/7/2018 16:00,8,2/7/2019 16:00,30,2/7/2020 16:00,4.9,2/7/2021 16:00,16.5,08.02.2022 05:00:00,1.888,2/7/2023 16:00,13.75088874,21.85675281
2/7/2017 17:00,7.003,2/7/2018 17:00,6.9,2/7/2019 17:00,30,2/7/2020 17:00,3.7,2/7/2021 17:00,16.2,08.02.2022 06:00:00,1.678,2/7/2023 17:00,11.69039168,19.79625575
2/7/2017 18:00,5.993,2/7/2018 18:00,6.1,2/7/2019 18:00,30,2/7/2020 18:00,3.3,2/7/2021 18:00,15.2,08.02.2022 07:00:00,1.473,2/7/2023 18:00,11.43507654,19.5409406
